dept_id,item_id,neighbor_item,price_change_events,source_up_events,source_down_events,cross_price_corr,absolute_cross_price_corr,relationship_type,edge_strength,edge_direction,direction_label,neighbor_total_units,neighbor_current_price,neighbor_recommended_price,neighbor_revenue_gain_pct,neighbor_connections,neighbor_strong_connections,strength_rank,neighbor_rank
FOODS_1,FOODS_1_061,FOODS_1_037,39,27,12,0.5211076239015789,0.5211076239015789,SUBSTITUTION_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,18103,3.4799999999999995,3.4799999999999995,0.0,7,4,2,2
FOODS_1,FOODS_1_061,FOODS_1_206,63,41,22,-0.334690349244976,0.334690349244976,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,30494,2.23,2.18,0.4186333482364879,4,0,2,3
FOODS_1,FOODS_1_061,FOODS_1_012,43,31,12,0.3048601460934259,0.3048601460934259,SUBSTITUTION_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,86633,6.318,6.302,82.64281030545649,2,0,2,4
FOODS_1,FOODS_1_074,FOODS_1_037,65,44,21,0.44439812428748793,0.44439812428748793,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,18103,3.4799999999999995,3.4799999999999995,0.0,7,4,1,1
FOODS_1,FOODS_1_074,FOODS_1_076,90,62,28,0.37183506660414145,0.37183506660414145,SUBSTITUTION_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,14456,5.923,6.367,30.935287186037755,4,0,2,2
FOODS_1,FOODS_1_074,FOODS_1_055,47,29,18,-0.33474773636617805,0.33474773636617805,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,58142,4.2,4.2,0.0,7,4,2,3
FOODS_1,FOODS_1_074,FOODS_1_187,60,40,20,0.33091964183134726,0.33091964183134726,SUBSTITUTION_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,25028,9.98,9.964,2.3859160598133786,2,1,2,4
FOODS_1,FOODS_1_074,FOODS_1_206,39,27,12,-0.3216891059972006,0.3216891059972006,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,30494,2.23,2.18,0.4186333482364879,4,0,2,5
FOODS_1,FOODS_1_074,FOODS_1_019,32,16,16,-0.30075927124411467,0.30075927124411467,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,65346,0.95,0.96,0.3763197280712189,2,0,2,6
FOODS_1,FOODS_1_076,FOODS_1_055,52,33,19,-0.38254129331440323,0.38254129331440323,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,58142,4.2,4.2,0.0,7,4,2,1
FOODS_1,FOODS_1_076,FOODS_1_074,90,62,28,0.37183506660414145,0.37183506660414145,SUBSTITUTION_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,20440,2.24,2.24,0.0,6,1,2,2
FOODS_1,FOODS_1_076,FOODS_1_023,63,39,24,0.3127883000120753,0.3127883000120753,SUBSTITUTION_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,31165,6.318,6.31,0.09057016253227193,1,0,2,3
FOODS_1,FOODS_1_076,FOODS_1_012,87,79,8,0.305421572112973,0.305421572112973,SUBSTITUTION_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,86633,6.318,6.302,82.64281030545649,2,0,2,4
FOODS_1,FOODS_1_150,FOODS_1_019,33,16,17,-0.43753107794892143,0.43753107794892143,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,65346,0.95,0.96,0.3763197280712189,2,0,2,1
FOODS_1,FOODS_1_166,FOODS_1_055,51,32,19,0.610663436362315,0.610663436362315,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,58142,4.2,4.2,0.0,7,4,1,1
FOODS_1,FOODS_1_166,FOODS_1_037,46,30,16,0.4372218000340574,0.4372218000340574,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,18103,3.4799999999999995,3.4799999999999995,0.0,7,4,1,2
FOODS_1,FOODS_1_187,FOODS_1_061,60,40,20,-0.42104600608732506,0.42104600608732506,COMPLEMENT_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,40852,2.24,2.24,0.0,4,1,1,1
FOODS_1,FOODS_1_187,FOODS_1_074,60,40,20,0.33091964183134726,0.33091964183134726,SUBSTITUTION_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,20440,2.24,2.24,0.0,6,1,2,2
FOODS_1,FOODS_1_201,FOODS_1_055,52,33,19,0.640603372356574,0.640603372356574,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,58142,4.2,4.2,0.0,7,4,1,1
FOODS_1,FOODS_1_201,FOODS_1_037,52,34,18,0.32080552351619096,0.32080552351619096,SUBSTITUTION_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,18103,3.4799999999999995,3.4799999999999995,0.0,7,4,2,2
FOODS_1,FOODS_1_206,FOODS_1_055,50,33,17,-0.36561965523913265,0.36561965523913265,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,58142,4.2,4.2,0.0,7,4,2,1
FOODS_1,FOODS_1_206,FOODS_1_037,60,41,19,-0.36466837345515735,0.36466837345515735,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,18103,3.4799999999999995,3.4799999999999995,0.0,7,4,2,2
FOODS_1,FOODS_1_206,FOODS_1_061,63,41,22,-0.334690349244976,0.334690349244976,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,40852,2.24,2.24,0.0,4,1,2,3
FOODS_1,FOODS_1_206,FOODS_1_074,39,27,12,-0.3216891059972006,0.3216891059972006,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,20440,2.24,2.24,0.0,6,1,2,4
FOODS_1,FOODS_1_219,FOODS_1_055,49,31,18,0.5004888420013611,0.5004888420013611,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,58142,4.2,4.2,0.0,7,4,1,1
FOODS_1,FOODS_1_219,FOODS_1_037,42,28,14,0.4128524777256972,0.4128524777256972,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,18103,3.4799999999999995,3.4799999999999995,0.0,7,4,1,2
FOODS_2,FOODS_2_019,FOODS_2_285,36,26,10,0.5740884253249914,0.5740884253249914,SUBSTITUTION_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,53434,3.9799999999999995,3.9799999999999995,0.0,10,5,2,1
FOODS_2,FOODS_2_019,FOODS_2_166,62,41,21,0.3600974338395222,0.3600974338395222,SUBSTITUTION_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,46463,2.087,2.087,0.0,13,8,2,2
FOODS_2,FOODS_2_019,FOODS_2_291,52,28,24,0.3130044973607362,0.3130044973607362,SUBSTITUTION_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,30273,6.980000000000001,6.980000000000001,0.0,11,5,2,3
FOODS_2,FOODS_2_021,FOODS_2_052,81,42,39,0.5006592130612088,0.5006592130612088,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,28317,13.970000000000002,13.970000000000002,0.0,7,4,1,1
FOODS_2,FOODS_2_021,FOODS_2_061,49,36,13,0.4493515545612328,0.4493515545612328,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,38144,2.0,2.0,0.0,4,2,1,2
FOODS_2,FOODS_2_021,FOODS_2_119,49,36,13,0.40506426895025227,0.40506426895025227,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,28503,2.535,2.535,0.0,11,6,1,3
FOODS_2,FOODS_2_021,FOODS_2_380,49,36,13,-0.39601515166584816,0.39601515166584816,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,59402,4.97,4.97,0.0,8,2,2,4
FOODS_2,FOODS_2_021,FOODS_2_294,50,19,31,0.3789204598054227,0.3789204598054227,SUBSTITUTION_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,50991,1.0,1.0,0.0,13,5,2,5
FOODS_2,FOODS_2_021,FOODS_2_119,57,28,29,0.30419853628479687,0.30419853628479687,SUBSTITUTION_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,28503,2.535,2.535,0.0,11,6,2,6
FOODS_2,FOODS_2_034,FOODS_2_212,42,19,23,0.5178810359886333,0.5178810359886333,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,26164,4.88,4.989,0.37612015112116576,8,3,1,1
FOODS_2,FOODS_2_034,FOODS_2_063,50,27,23,-0.330485606135939,0.330485606135939,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,44949,2.798,2.786,0.214632339041238,13,2,2,2
FOODS_2,FOODS_2_036,FOODS_2_240,57,27,30,-0.5378768536432411,0.5378768536432411,COMPLEMENT_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,54213,2.087,2.087,0.0,14,5,1,1
FOODS_2,FOODS_2_036,FOODS_2_399,71,41,30,0.461037489490989,0.461037489490989,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,23626,2.0,2.028,0.533516799538305,5,1,1,2
FOODS_2,FOODS_2_036,FOODS_2_183,89,41,48,-0.4453121312473688,0.4453121312473688,COMPLEMENT_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,54138,8.98,8.98,0.0,7,4,1,3
FOODS_2,FOODS_2_036,FOODS_2_388,81,38,43,0.4223222768337599,0.4223222768337599,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,31274,2.98,2.98,0.0,5,2,1,4
FOODS_2,FOODS_2_036,FOODS_2_182,71,42,29,0.3932539330791222,0.3932539330791222,SUBSTITUTION_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,20952,2.0,2.0140000000000002,0.14239347641917144,6,2,2,5
FOODS_2,FOODS_2_036,FOODS_2_212,60,42,18,-0.35045237967217724,0.35045237967217724,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,26164,4.88,4.989,0.37612015112116576,8,3,2,6
FOODS_2,FOODS_2_036,FOODS_2_381,52,27,25,-0.30994608418504577,0.30994608418504577,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,33059,2.5,2.5,0.0,7,2,2,7
FOODS_2,FOODS_2_036,FOODS_2_291,90,40,50,0.3088237707947768,0.3088237707947768,SUBSTITUTION_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,30273,6.980000000000001,6.980000000000001,0.0,11,5,2,8
FOODS_2,FOODS_2_052,FOODS_2_360,95,51,44,0.5074408422472036,0.5074408422472036,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,261878,0.9399999999999998,0.9399999999999998,0.0,8,5,1,1
FOODS_2,FOODS_2_052,FOODS_2_021,81,42,39,0.5006592130612088,0.5006592130612088,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,123205,0.94,0.94,0.0,6,3,1,2
FOODS_2,FOODS_2_052,FOODS_2_128,82,43,39,0.4923414869765199,0.4923414869765199,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,151901,0.9399999999999998,0.9399999999999998,0.0,6,4,1,3
FOODS_2,FOODS_2_052,FOODS_2_274,62,35,27,0.48715352564853126,0.48715352564853126,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,31241,6.980000000000001,6.980000000000001,0.0,3,1,1,4
FOODS_2,FOODS_2_052,FOODS_2_240,94,50,44,-0.3997608326681619,0.3997608326681619,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,54213,2.087,2.087,0.0,14,5,2,5
FOODS_2,FOODS_2_052,FOODS_2_360,57,41,16,-0.323144459551044,0.323144459551044,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,261878,0.9399999999999998,0.9399999999999998,0.0,8,5,2,6
FOODS_2,FOODS_2_052,FOODS_2_294,86,44,42,-0.321068684515495,0.321068684515495,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,50991,1.0,1.0,0.0,13,5,2,7
FOODS_2,FOODS_2_056,FOODS_2_294,61,20,41,-0.5190013844051181,0.5190013844051181,COMPLEMENT_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,50991,1.0,1.0,0.0,13,5,1,1
FOODS_2,FOODS_2_056,FOODS_2_166,57,34,23,-0.411399939918551,0.411399939918551,COMPLEMENT_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,46463,2.087,2.087,0.0,13,8,1,2
FOODS_2,FOODS_2_056,FOODS_2_240,56,34,22,-0.3801047552859935,0.3801047552859935,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,54213,2.087,2.087,0.0,14,5,2,3
FOODS_2,FOODS_2_056,FOODS_2_063,44,33,11,-0.3708971209756471,0.3708971209756471,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,44949,2.798,2.786,0.214632339041238,13,2,2,4
FOODS_2,FOODS_2_056,FOODS_2_152,63,43,20,0.3249263765822392,0.3249263765822392,SUBSTITUTION_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,81865,2.3600000000000003,2.3600000000000003,0.0,7,1,2,5
FOODS_2,FOODS_2_056,FOODS_2_182,53,30,23,-0.31843327270914373,0.31843327270914373,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,20952,2.0,2.0140000000000002,0.14239347641917144,6,2,2,6
FOODS_2,FOODS_2_061,FOODS_2_021,49,36,13,0.4493515545612328,0.4493515545612328,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,123205,0.94,0.94,0.0,6,3,1,1
FOODS_2,FOODS_2_061,FOODS_2_128,48,36,12,0.446244354697675,0.446244354697675,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,151901,0.9399999999999998,0.9399999999999998,0.0,6,4,1,2
FOODS_2,FOODS_2_061,FOODS_2_240,42,25,17,-0.33269258675894775,0.33269258675894775,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,54213,2.087,2.087,0.0,14,5,2,3
FOODS_2,FOODS_2_061,FOODS_2_166,39,23,16,-0.3284314407366877,0.3284314407366877,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,46463,2.087,2.087,0.0,13,8,2,4
FOODS_2,FOODS_2_063,FOODS_2_166,45,33,12,0.4412065167921735,0.4412065167921735,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,46463,2.087,2.087,0.0,13,8,1,1
FOODS_2,FOODS_2_063,FOODS_2_360,58,42,16,0.41002849808112496,0.41002849808112496,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,261878,0.9399999999999998,0.9399999999999998,0.0,8,5,1,2
FOODS_2,FOODS_2_063,FOODS_2_212,34,23,11,0.651266309239577,0.651266309239577,SUBSTITUTION_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,26164,4.88,4.989,0.37612015112116576,8,3,2,3
FOODS_2,FOODS_2_063,FOODS_2_240,46,35,11,0.37421357912728165,0.37421357912728165,SUBSTITUTION_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,54213,2.087,2.087,0.0,14,5,2,4
FOODS_2,FOODS_2_063,FOODS_2_182,68,40,28,-0.37176323559007995,0.37176323559007995,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,20952,2.0,2.0140000000000002,0.14239347641917144,6,2,2,5
FOODS_2,FOODS_2_063,FOODS_2_056,44,33,11,-0.3708971209756471,0.3708971209756471,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,53850,6.980000000000001,6.980000000000001,0.0,6,2,2,6
FOODS_2,FOODS_2_063,FOODS_2_399,69,41,28,-0.3601975124160731,0.3601975124160731,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,23626,2.0,2.028,0.533516799538305,5,1,2,7
FOODS_2,FOODS_2_063,FOODS_2_152,57,41,16,-0.35931978237776013,0.35931978237776013,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,81865,2.3600000000000003,2.3600000000000003,0.0,7,1,2,8
FOODS_2,FOODS_2_063,FOODS_2_380,36,25,11,-0.34996595268911834,0.34996595268911834,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,59402,4.97,4.97,0.0,8,2,2,9
FOODS_2,FOODS_2_063,FOODS_2_381,58,30,28,-0.3468158313869347,0.3468158313869347,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,33059,2.5,2.5,0.0,7,2,2,10
FOODS_2,FOODS_2_063,FOODS_2_034,50,27,23,-0.330485606135939,0.330485606135939,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,25008,2.5,2.5,0.0,2,1,2,11
FOODS_2,FOODS_2_063,FOODS_2_119,46,34,12,-0.3250660560618161,0.3250660560618161,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,28503,2.535,2.535,0.0,11,6,2,12
FOODS_2,FOODS_2_063,FOODS_2_119,62,30,32,-0.3156998894966127,0.3156998894966127,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,28503,2.535,2.535,0.0,11,6,2,13
FOODS_2,FOODS_2_119,FOODS_2_285,45,33,12,0.5927568004858086,0.5927568004858086,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,53434,3.9799999999999995,3.9799999999999995,0.0,10,5,1,1
FOODS_2,FOODS_2_119,FOODS_2_128,49,36,13,0.48521866280259673,0.48521866280259673,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,151901,0.9399999999999998,0.9399999999999998,0.0,6,4,1,2
FOODS_2,FOODS_2_119,FOODS_2_183,44,29,15,0.43310094171541874,0.43310094171541874,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,54138,8.98,8.98,0.0,7,4,1,3
FOODS_2,FOODS_2_119,FOODS_2_322,40,27,13,0.41918892368211313,0.41918892368211313,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,44964,2.9010000000000002,2.9010000000000002,0.0,1,1,1,4
FOODS_2,FOODS_2_119,FOODS_2_212,58,29,29,0.4066719656441871,0.4066719656441871,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,26164,4.88,4.989,0.37612015112116576,8,3,1,5
FOODS_2,FOODS_2_119,FOODS_2_021,49,36,13,0.40506426895025227,0.40506426895025227,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,123205,0.94,0.94,0.0,6,3,1,6
FOODS_2,FOODS_2_119,FOODS_2_381,56,25,31,0.3351947653582003,0.3351947653582003,SUBSTITUTION_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,33059,2.5,2.5,0.0,7,2,2,7
FOODS_2,FOODS_2_119,FOODS_2_063,46,34,12,-0.3250660560618161,0.3250660560618161,COMPLEMENT_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,44949,2.798,2.786,0.214632339041238,13,2,2,8
FOODS_2,FOODS_2_119,FOODS_2_360,56,40,16,0.3197418832025274,0.3197418832025274,SUBSTITUTION_LIKE,MODERATE,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,261878,0.9399999999999998,0.9399999999999998,0.0,8,5,2,9
FOODS_2,FOODS_2_119,FOODS_2_063,62,30,32,-0.3156998894966127,0.3156998894966127,COMPLEMENT_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,44949,2.798,2.786,0.214632339041238,13,2,2,10
FOODS_2,FOODS_2_119,FOODS_2_021,57,28,29,0.30419853628479687,0.30419853628479687,SUBSTITUTION_LIKE,MODERATE,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,123205,0.94,0.94,0.0,6,3,2,11
FOODS_2,FOODS_2_128,FOODS_2_052,82,43,39,0.4923414869765199,0.4923414869765199,SUBSTITUTION_LIKE,STRONG,INCOMING,NEIGHBOR PRICE → YOUR DEMAND,28317,13.970000000000002,13.970000000000002,0.0,7,4,1,1
FOODS_2,FOODS_2_128,FOODS_2_119,49,36,13,0.48521866280259673,0.48521866280259673,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,28503,2.535,2.535,0.0,11,6,1,2
FOODS_2,FOODS_2_128,FOODS_2_061,48,36,12,0.446244354697675,0.446244354697675,SUBSTITUTION_LIKE,STRONG,OUTGOING,YOUR PRICE → NEIGHBOR DEMAND,38144,2.0,2.0,0.0,4,2,1,3
