item_id,store_id,scenario_date,current_price,candidate_price,support_weeks,first_seen,last_seen
FOODS_1_023,WI_2,2016-05-21,7.27,7.18,6,2015-05-30,2015-07-04
FOODS_1_023,WI_2,2016-05-21,7.27,7.19,20,2015-07-11,2015-11-21
FOODS_1_023,WI_2,2016-05-21,7.27,7.27,26,2015-11-28,2016-05-21
FOODS_1_023,WI_3,2016-05-21,7.27,7.18,7,2015-06-06,2015-07-18
FOODS_1_023,WI_3,2016-05-21,7.27,7.19,19,2015-07-25,2015-11-28
FOODS_1_023,WI_3,2016-05-21,7.27,7.27,25,2015-12-05,2016-05-21
FOODS_1_037,CA_1,2016-05-21,3.48,3.48,53,2015-05-23,2016-05-21
FOODS_1_037,CA_2,2016-05-21,3.48,3.48,53,2015-05-23,2016-05-21
FOODS_1_037,CA_3,2016-05-21,3.48,2.68,4,2015-10-10,2015-10-31
FOODS_1_037,CA_3,2016-05-21,3.48,3.48,46,2015-05-23,2016-05-21
FOODS_1_037,CA_4,2016-05-21,3.48,3.48,53,2015-05-23,2016-05-21
FOODS_1_037,TX_1,2016-05-21,3.48,3.48,53,2015-05-23,2016-05-21
FOODS_1_037,TX_2,2016-05-21,3.48,3.48,52,2015-05-23,2016-05-21
FOODS_1_037,TX_3,2016-05-21,3.48,3.48,53,2015-05-23,2016-05-21
FOODS_1_037,WI_1,2016-05-21,3.48,3.48,53,2015-05-23,2016-05-21
FOODS_1_037,WI_2,2016-05-21,3.48,3.48,53,2015-05-23,2016-05-21
FOODS_1_037,WI_3,2016-05-21,3.48,3.48,53,2015-05-23,2016-05-21
FOODS_1_055,CA_1,2016-05-21,4.38,4.38,50,2015-06-13,2016-05-21
FOODS_1_055,CA_2,2016-05-21,4.38,4.38,50,2015-06-13,2016-05-21
FOODS_1_055,CA_3,2016-05-21,4.38,3.5,9,2015-11-07,2016-01-16
FOODS_1_055,CA_3,2016-05-21,4.38,4.38,39,2015-06-13,2016-05-21
FOODS_1_055,CA_4,2016-05-21,4.38,4.38,50,2015-06-13,2016-05-21
FOODS_1_055,TX_1,2016-05-21,4.38,4.38,50,2015-06-13,2016-05-21
FOODS_1_055,TX_2,2016-05-21,4.38,4.38,50,2015-06-13,2016-05-21
FOODS_1_055,TX_3,2016-05-21,4.38,3.98,4,2015-05-23,2015-06-13
FOODS_1_055,TX_3,2016-05-21,4.38,4.38,49,2015-06-20,2016-05-21
FOODS_1_055,WI_1,2016-05-21,3.78,3.78,53,2015-05-23,2016-05-21
FOODS_1_055,WI_2,2016-05-21,3.78,3.78,53,2015-05-23,2016-05-21
FOODS_1_055,WI_3,2016-05-21,3.78,3.78,53,2015-05-23,2016-05-21
FOODS_1_061,CA_1,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_061,CA_2,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_061,CA_3,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_061,CA_4,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_061,TX_1,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_061,TX_2,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_061,TX_3,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_061,WI_1,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_061,WI_2,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_061,WI_3,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_074,CA_1,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_074,CA_2,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_074,CA_3,2016-05-21,2.24,1.98,5,2015-07-18,2015-08-15
FOODS_1_074,CA_3,2016-05-21,2.24,2.24,48,2015-05-23,2016-05-21
FOODS_1_074,CA_4,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_074,TX_1,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_074,TX_2,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_074,TX_3,2016-05-21,2.24,2.24,52,2015-05-23,2016-05-21
FOODS_1_074,WI_1,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_074,WI_2,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_074,WI_3,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_076,CA_1,2016-05-21,5.14,5.06,23,2015-06-27,2015-11-28
FOODS_1_076,CA_1,2016-05-21,5.14,5.14,25,2015-12-05,2016-05-21
FOODS_1_076,CA_1,2016-05-21,5.14,5.47,5,2015-05-23,2015-06-20
FOODS_1_076,CA_2,2016-05-21,5.14,5.06,24,2015-06-20,2015-11-28
FOODS_1_076,CA_2,2016-05-21,5.14,5.14,25,2015-12-05,2016-05-21
FOODS_1_076,CA_2,2016-05-21,5.14,5.47,4,2015-05-23,2015-06-13
FOODS_1_076,CA_3,2016-05-21,5.14,5.06,22,2015-06-27,2015-11-21
FOODS_1_076,CA_3,2016-05-21,5.14,5.14,26,2015-11-28,2016-05-21
FOODS_1_076,CA_3,2016-05-21,5.14,5.47,5,2015-05-23,2015-06-20
FOODS_1_076,CA_4,2016-05-21,5.14,5.06,24,2015-06-20,2015-11-28
FOODS_1_076,CA_4,2016-05-21,5.14,5.14,25,2015-12-05,2016-05-21
FOODS_1_076,CA_4,2016-05-21,5.14,5.47,4,2015-05-23,2015-06-13
FOODS_1_076,TX_1,2016-05-21,6.17,6.05,4,2015-05-23,2015-06-13
FOODS_1_076,TX_1,2016-05-21,6.17,6.09,23,2015-06-20,2015-11-21
FOODS_1_076,TX_1,2016-05-21,6.17,6.17,19,2016-01-16,2016-05-21
FOODS_1_076,TX_1,2016-05-21,6.17,6.27,7,2015-11-28,2016-01-09
FOODS_1_076,TX_2,2016-05-21,6.17,6.05,5,2015-05-23,2015-06-20
FOODS_1_076,TX_2,2016-05-21,6.17,6.09,22,2015-06-27,2015-11-21
FOODS_1_076,TX_2,2016-05-21,6.17,6.17,18,2016-01-23,2016-05-21
FOODS_1_076,TX_2,2016-05-21,6.17,6.27,8,2015-11-28,2016-01-16
FOODS_1_076,TX_3,2016-05-21,6.17,6.05,5,2015-05-23,2015-06-20
FOODS_1_076,TX_3,2016-05-21,6.17,6.09,24,2015-06-27,2015-12-05
FOODS_1_076,TX_3,2016-05-21,6.17,6.17,18,2016-01-23,2016-05-21
FOODS_1_076,TX_3,2016-05-21,6.17,6.27,6,2015-12-12,2016-01-16
FOODS_1_076,WI_1,2016-05-21,6.72,6.39,4,2015-11-07,2015-11-28
FOODS_1_076,WI_1,2016-05-21,6.72,6.64,19,2015-06-27,2015-10-31
FOODS_1_076,WI_1,2016-05-21,6.72,6.72,15,2016-02-13,2016-05-21
FOODS_1_076,WI_1,2016-05-21,6.72,6.77,7,2015-12-05,2016-01-16
FOODS_1_076,WI_1,2016-05-21,6.72,8.81,5,2015-05-23,2015-06-20
FOODS_1_076,WI_2,2016-05-21,6.72,6.64,15,2015-08-01,2015-11-07
FOODS_1_076,WI_2,2016-05-21,6.72,6.72,16,2016-02-06,2016-05-21
FOODS_1_076,WI_2,2016-05-21,6.72,6.77,8,2015-11-28,2016-01-16
FOODS_1_076,WI_2,2016-05-21,6.72,8.72,10,2015-05-23,2015-07-25
FOODS_1_076,WI_3,2016-05-21,6.72,6.64,15,2015-07-25,2015-10-31
FOODS_1_076,WI_3,2016-05-21,6.72,6.72,16,2016-02-06,2016-05-21
FOODS_1_076,WI_3,2016-05-21,6.72,6.77,8,2015-11-28,2016-01-16
FOODS_1_076,WI_3,2016-05-21,6.72,8.81,6,2015-06-13,2015-07-18
FOODS_1_081,CA_1,2016-05-21,5.64,5.56,28,2015-05-23,2015-11-28
FOODS_1_081,CA_1,2016-05-21,5.64,5.64,25,2015-12-05,2016-05-21
FOODS_1_081,CA_2,2016-05-21,5.64,5.56,27,2015-05-30,2015-11-28
FOODS_1_081,CA_2,2016-05-21,5.64,5.64,25,2015-12-05,2016-05-21
FOODS_1_081,CA_3,2016-05-21,5.64,5.56,28,2015-05-23,2015-11-28
FOODS_1_081,CA_3,2016-05-21,5.64,5.64,25,2015-12-05,2016-05-21
FOODS_1_081,CA_4,2016-05-21,5.64,5.56,27,2015-05-30,2015-11-28
FOODS_1_081,CA_4,2016-05-21,5.64,5.64,25,2015-12-05,2016-05-21
FOODS_1_081,TX_1,2016-05-21,6.27,6.18,8,2015-05-30,2015-07-18
FOODS_1_081,TX_1,2016-05-21,6.27,6.19,31,2015-07-25,2016-02-20
FOODS_1_081,TX_1,2016-05-21,6.27,6.27,13,2016-02-27,2016-05-21
FOODS_1_081,TX_2,2016-05-21,6.27,6.18,7,2015-05-30,2015-07-11
FOODS_1_081,TX_2,2016-05-21,6.27,6.19,20,2015-07-18,2015-11-28
FOODS_1_081,TX_2,2016-05-21,6.27,6.27,25,2015-12-05,2016-05-21
FOODS_1_081,TX_3,2016-05-21,6.27,6.18,7,2015-05-23,2015-07-04
FOODS_1_081,TX_3,2016-05-21,6.27,6.19,22,2015-07-11,2015-12-05
FOODS_1_081,TX_3,2016-05-21,6.27,6.27,24,2015-12-12,2016-05-21
FOODS_1_081,WI_1,2016-05-21,7.27,7.18,7,2015-05-30,2015-07-11
FOODS_1_081,WI_1,2016-05-21,7.27,7.19,19,2015-07-18,2015-11-21
FOODS_1_081,WI_1,2016-05-21,7.27,7.27,26,2015-11-28,2016-05-21
FOODS_1_081,WI_2,2016-05-21,7.27,7.18,7,2015-05-30,2015-07-11
FOODS_1_081,WI_2,2016-05-21,7.27,7.19,20,2015-07-18,2015-11-28
FOODS_1_081,WI_2,2016-05-21,7.27,7.27,25,2015-12-05,2016-05-21
FOODS_1_081,WI_3,2016-05-21,7.27,7.18,11,2015-06-13,2015-08-22
FOODS_1_081,WI_3,2016-05-21,7.27,7.19,14,2015-08-29,2015-11-28
FOODS_1_081,WI_3,2016-05-21,7.27,7.27,25,2015-12-05,2016-05-21
FOODS_1_087,CA_1,2016-05-21,5.64,5.56,27,2015-05-30,2015-11-28
FOODS_1_087,CA_1,2016-05-21,5.64,5.64,25,2015-12-05,2016-05-21
FOODS_1_087,CA_2,2016-05-21,5.64,5.56,26,2015-05-30,2015-11-21
FOODS_1_087,CA_2,2016-05-21,5.64,5.64,26,2015-11-28,2016-05-21
FOODS_1_087,CA_3,2016-05-21,5.64,5.56,26,2015-05-30,2015-11-21
FOODS_1_087,CA_3,2016-05-21,5.64,5.64,26,2015-11-28,2016-05-21
FOODS_1_087,CA_4,2016-05-21,5.64,5.56,26,2015-05-30,2015-11-21
FOODS_1_087,CA_4,2016-05-21,5.64,5.64,26,2015-11-28,2016-05-21
FOODS_1_087,TX_1,2016-05-21,6.27,6.18,7,2015-05-30,2015-07-11
FOODS_1_087,TX_1,2016-05-21,6.27,6.19,19,2015-07-18,2015-11-21
FOODS_1_087,TX_1,2016-05-21,6.27,6.27,26,2015-11-28,2016-05-21
FOODS_1_087,TX_2,2016-05-21,6.27,6.18,7,2015-05-30,2015-07-11
FOODS_1_087,TX_2,2016-05-21,6.27,6.19,19,2015-07-18,2015-11-21
FOODS_1_087,TX_2,2016-05-21,6.27,6.27,26,2015-11-28,2016-05-21
FOODS_1_087,TX_3,2016-05-21,6.27,6.18,6,2015-05-30,2015-07-04
FOODS_1_087,TX_3,2016-05-21,6.27,6.19,22,2015-07-11,2015-12-05
FOODS_1_087,TX_3,2016-05-21,6.27,6.27,24,2015-12-12,2016-05-21
FOODS_1_087,WI_1,2016-05-21,7.27,7.18,8,2015-05-23,2015-07-11
FOODS_1_087,WI_1,2016-05-21,7.27,7.19,19,2015-07-18,2015-11-21
FOODS_1_087,WI_1,2016-05-21,7.27,7.27,26,2015-11-28,2016-05-21
FOODS_1_087,WI_2,2016-05-21,7.27,7.18,7,2015-05-23,2015-07-04
FOODS_1_087,WI_2,2016-05-21,7.27,7.19,21,2015-07-11,2015-11-28
FOODS_1_087,WI_2,2016-05-21,7.27,7.27,25,2015-12-05,2016-05-21
FOODS_1_087,WI_3,2016-05-21,7.27,7.18,6,2015-06-13,2015-07-18
FOODS_1_087,WI_3,2016-05-21,7.27,7.19,18,2015-07-25,2015-11-21
FOODS_1_087,WI_3,2016-05-21,7.27,7.27,26,2015-11-28,2016-05-21
FOODS_1_096,CA_1,2016-05-21,5.74,5.66,28,2015-05-23,2015-11-28
FOODS_1_096,CA_1,2016-05-21,5.74,5.74,25,2015-12-05,2016-05-21
FOODS_1_096,CA_2,2016-05-21,5.74,5.66,27,2015-05-23,2015-11-21
FOODS_1_096,CA_2,2016-05-21,5.74,5.74,26,2015-11-28,2016-05-21
FOODS_1_096,CA_3,2016-05-21,5.74,5.66,28,2015-05-23,2015-11-28
FOODS_1_096,CA_3,2016-05-21,5.74,5.74,25,2015-12-05,2016-05-21
FOODS_1_096,CA_4,2016-05-21,5.74,5.66,27,2015-05-23,2015-11-21
FOODS_1_096,CA_4,2016-05-21,5.74,5.74,26,2015-11-28,2016-05-21
FOODS_1_096,TX_1,2016-05-21,6.38,6.1,27,2015-05-23,2015-11-21
FOODS_1_096,TX_1,2016-05-21,6.38,6.18,12,2015-11-28,2016-02-13
FOODS_1_096,TX_1,2016-05-21,6.38,6.38,14,2016-02-20,2016-05-21
FOODS_1_096,TX_2,2016-05-21,6.38,6.1,27,2015-05-23,2015-11-21
FOODS_1_096,TX_2,2016-05-21,6.38,6.18,10,2015-11-28,2016-01-30
FOODS_1_096,TX_2,2016-05-21,6.38,6.38,16,2016-02-06,2016-05-21
FOODS_1_096,TX_3,2016-05-21,6.38,6.1,29,2015-05-23,2015-12-05
FOODS_1_096,TX_3,2016-05-21,6.38,6.18,8,2015-12-12,2016-01-30
FOODS_1_096,TX_3,2016-05-21,6.38,6.38,16,2016-02-06,2016-05-21
FOODS_1_096,WI_1,2016-05-21,7.23,7.18,27,2015-05-23,2015-11-21
FOODS_1_096,WI_1,2016-05-21,7.23,7.23,16,2016-02-06,2016-05-21
FOODS_1_096,WI_1,2016-05-21,7.23,7.26,10,2015-11-28,2016-01-30
FOODS_1_096,WI_2,2016-05-21,7.23,7.18,26,2015-05-30,2015-11-21
FOODS_1_096,WI_2,2016-05-21,7.23,7.23,16,2016-02-06,2016-05-21
FOODS_1_096,WI_2,2016-05-21,7.23,7.26,10,2015-11-28,2016-01-30
FOODS_1_096,WI_3,2016-05-21,7.23,7.1,5,2015-05-23,2015-06-20
FOODS_1_096,WI_3,2016-05-21,7.23,7.18,23,2015-06-27,2015-11-28
FOODS_1_096,WI_3,2016-05-21,7.23,7.23,16,2016-02-06,2016-05-21
FOODS_1_096,WI_3,2016-05-21,7.23,7.26,9,2015-12-05,2016-01-30
FOODS_1_129,CA_1,2016-05-21,5.74,5.66,28,2015-05-23,2015-11-28
FOODS_1_129,CA_1,2016-05-21,5.74,5.74,25,2015-12-05,2016-05-21
FOODS_1_129,CA_2,2016-05-21,5.74,5.66,28,2015-05-23,2015-11-28
FOODS_1_129,CA_2,2016-05-21,5.74,5.74,25,2015-12-05,2016-05-21
FOODS_1_129,CA_3,2016-05-21,5.74,5.66,27,2015-05-23,2015-11-21
FOODS_1_129,CA_3,2016-05-21,5.74,5.74,26,2015-11-28,2016-05-21
FOODS_1_129,CA_4,2016-05-21,5.74,5.66,27,2015-05-30,2015-11-28
FOODS_1_129,CA_4,2016-05-21,5.74,5.74,25,2015-12-05,2016-05-21
FOODS_1_129,TX_1,2016-05-21,6.38,6.1,27,2015-05-23,2015-11-21
FOODS_1_129,TX_1,2016-05-21,6.38,6.18,10,2015-11-28,2016-01-30
FOODS_1_129,TX_1,2016-05-21,6.38,6.38,16,2016-02-06,2016-05-21
FOODS_1_129,TX_2,2016-05-21,6.38,6.1,27,2015-05-23,2015-11-21
FOODS_1_129,TX_2,2016-05-21,6.38,6.18,10,2015-11-28,2016-01-30
FOODS_1_129,TX_2,2016-05-21,6.38,6.38,16,2016-02-06,2016-05-21
FOODS_1_129,TX_3,2016-05-21,6.38,6.02,15,2015-05-23,2015-08-29
FOODS_1_129,TX_3,2016-05-21,6.38,6.1,13,2015-09-05,2015-11-28
FOODS_1_129,TX_3,2016-05-21,6.38,6.18,9,2015-12-05,2016-01-30
FOODS_1_129,TX_3,2016-05-21,6.38,6.38,16,2016-02-06,2016-05-21
FOODS_1_129,WI_1,2016-05-21,7.23,7.18,28,2015-05-23,2015-11-28
FOODS_1_129,WI_1,2016-05-21,7.23,7.23,16,2016-02-06,2016-05-21
FOODS_1_129,WI_1,2016-05-21,7.23,7.26,9,2015-12-05,2016-01-30
FOODS_1_129,WI_2,2016-05-21,7.23,7.18,26,2015-05-30,2015-11-21
FOODS_1_129,WI_2,2016-05-21,7.23,7.23,16,2016-02-06,2016-05-21
FOODS_1_129,WI_2,2016-05-21,7.23,7.26,10,2015-11-28,2016-01-30
FOODS_1_129,WI_3,2016-05-21,7.23,7.18,24,2015-06-13,2015-11-21
FOODS_1_129,WI_3,2016-05-21,7.23,7.23,16,2016-02-06,2016-05-21
FOODS_1_129,WI_3,2016-05-21,7.23,7.26,10,2015-11-28,2016-01-30
FOODS_1_150,CA_1,2016-05-21,5.28,5.28,53,2015-05-23,2016-05-21
FOODS_1_150,CA_2,2016-05-21,5.28,5.28,53,2015-05-23,2016-05-21
FOODS_1_150,CA_3,2016-05-21,5.28,4.74,16,2015-05-30,2015-09-12
FOODS_1_150,CA_3,2016-05-21,5.28,5.28,36,2015-09-19,2016-05-21
FOODS_1_150,CA_4,2016-05-21,5.28,5.28,53,2015-05-23,2016-05-21
FOODS_1_150,TX_1,2016-05-21,5.28,5.28,53,2015-05-23,2016-05-21
FOODS_1_150,TX_2,2016-05-21,5.28,5.28,53,2015-05-23,2016-05-21
FOODS_1_150,TX_3,2016-05-21,5.28,5.28,53,2015-05-23,2016-05-21
FOODS_1_150,WI_1,2016-05-21,5.28,5.28,53,2015-05-23,2016-05-21
FOODS_1_150,WI_2,2016-05-21,5.28,5.28,53,2015-05-23,2016-05-21
FOODS_1_150,WI_3,2016-05-21,5.28,5.28,53,2015-05-23,2016-05-21
FOODS_1_166,CA_1,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_166,CA_2,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_166,CA_3,2016-05-21,2.24,1.98,12,2015-10-17,2016-01-02
FOODS_1_166,CA_3,2016-05-21,2.24,2.24,41,2015-05-23,2016-05-21
FOODS_1_166,CA_4,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_166,TX_1,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_166,TX_2,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_166,TX_3,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_166,WI_1,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_166,WI_2,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_166,WI_3,2016-05-21,2.24,2.24,53,2015-05-23,2016-05-21
FOODS_1_170,CA_1,2016-05-21,5.64,5.56,26,2015-05-30,2015-11-21
FOODS_1_170,CA_1,2016-05-21,5.64,5.64,26,2015-11-28,2016-05-21
FOODS_1_170,CA_2,2016-05-21,5.64,5.56,27,2015-05-30,2015-11-28
FOODS_1_170,CA_2,2016-05-21,5.64,5.64,25,2015-12-05,2016-05-21
FOODS_1_170,CA_3,2016-05-21,5.64,5.56,26,2015-05-30,2015-11-21
FOODS_1_170,CA_3,2016-05-21,5.64,5.64,26,2015-11-28,2016-05-21
FOODS_1_170,CA_4,2016-05-21,5.64,5.56,26,2015-05-30,2015-11-21
FOODS_1_170,CA_4,2016-05-21,5.64,5.64,26,2015-11-28,2016-05-21
FOODS_1_170,TX_1,2016-05-21,6.27,6.18,7,2015-05-30,2015-07-11
FOODS_1_170,TX_1,2016-05-21,6.27,6.19,19,2015-07-18,2015-11-21
FOODS_1_170,TX_1,2016-05-21,6.27,6.27,26,2015-11-28,2016-05-21
FOODS_1_170,TX_2,2016-05-21,6.27,6.18,7,2015-05-30,2015-07-11
FOODS_1_170,TX_2,2016-05-21,6.27,6.19,19,2015-07-18,2015-11-21
FOODS_1_170,TX_2,2016-05-21,6.27,6.27,26,2015-11-28,2016-05-21
FOODS_1_170,TX_3,2016-05-21,6.27,6.18,10,2015-05-23,2015-07-25
FOODS_1_170,TX_3,2016-05-21,6.27,6.19,19,2015-08-01,2015-12-05
FOODS_1_170,TX_3,2016-05-21,6.27,6.27,24,2015-12-12,2016-05-21
FOODS_1_170,WI_1,2016-05-21,7.27,7.18,8,2015-05-23,2015-07-11
FOODS_1_170,WI_1,2016-05-21,7.27,7.19,19,2015-07-18,2015-11-21
FOODS_1_170,WI_1,2016-05-21,7.27,7.27,26,2015-11-28,2016-05-21
FOODS_1_170,WI_2,2016-05-21,7.27,7.18,8,2015-05-23,2015-07-11
FOODS_1_170,WI_2,2016-05-21,7.27,7.19,20,2015-07-18,2015-11-28
FOODS_1_170,WI_2,2016-05-21,7.27,7.27,25,2015-12-05,2016-05-21
FOODS_1_170,WI_3,2016-05-21,7.27,7.18,6,2015-06-13,2015-07-18
FOODS_1_170,WI_3,2016-05-21,7.27,7.19,19,2015-07-25,2015-11-28
FOODS_1_170,WI_3,2016-05-21,7.27,7.27,25,2015-12-05,2016-05-21
FOODS_1_187,CA_1,2016-05-21,9.98,9.94,44,2015-07-18,2016-05-14
FOODS_1_187,CA_1,2016-05-21,9.98,9.98,9,2015-05-23,2016-05-21
FOODS_1_187,CA_2,2016-05-21,9.98,9.94,43,2015-07-18,2016-05-07
FOODS_1_187,CA_2,2016-05-21,9.98,9.98,10,2015-05-23,2016-05-21
FOODS_1_187,CA_3,2016-05-21,9.98,8.98,8,2015-05-23,2015-07-11
FOODS_1_187,CA_3,2016-05-21,9.98,9.94,43,2015-07-18,2016-05-07
