item_id,dept_id,store_id,state_id,date,wm_yr_wk,sell_price,previous_price,normal_price_13wk,hist_mean_price,price_change_pct,price_vs_normal_pct,price_vs_hist_mean_pct,price_down_flag,price_up_flag,lag_1_units,lag_4_units,lag_13_units,lag_52_units,rolling_4_units,rolling_13_units,hist_mean_units,hist_median_units,lag_1_vs_mean,lag_4_vs_mean,lag_13_vs_mean,lag_52_vs_mean,rolling_4_vs_mean,rolling_13_vs_mean,snap_days,event_days,sporting_flag,cultural_flag,religious_flag,national_flag,month,day_of_month,week_of_year
FOODS_1_019,FOODS_1,WI_2,WI,2016-05-21,11617,0.88,0.88,0.88,0.9868231046931408,0.0,0.0,-10.824949698189137,0,0,65.0,30.0,31.0,14.0,48.0,41.30769230769231,19.732851985559567,19.0,3.2939992682034394,1.5203073545554335,1.5709842663739482,0.7094767654592024,2.4324917672886937,2.093346280503251,0,0,0,0,0,0,5,21,20
FOODS_1_019,FOODS_1,WI_3,WI,2016-05-21,11617,0.88,0.88,0.88,0.9886642599277978,0.0,0.0,-10.991017308113634,0,0,43.0,18.0,19.0,9.0,32.5,37.69230769230769,20.375451263537904,20.0,2.1103827072997876,0.8834160170092134,0.9324946846208364,0.4417080085046067,1.5950566973777465,1.8498882407457888,0,0,0,0,0,0,5,21,20
FOODS_1_023,FOODS_1,CA_1,CA,2016-05-21,11617,5.64,5.64,5.64,5.497290836653386,0.0,0.0,2.5959907814062704,0,0,21.0,17.0,0.0,26.0,14.75,5.615384615384615,10.199203187250996,10.0,2.058984375,1.666796875,0.0,2.54921875,1.44619140625,0.5505709134615384,0,0,0,0,0,0,5,21,20
FOODS_1_023,FOODS_1,CA_2,CA,2016-05-21,11617,5.64,5.64,5.64,5.500159362549801,0.0,0.0,2.5424833760702263,0,0,15.0,5.0,7.0,7.0,18.5,17.846153846153847,15.334661354581673,16.0,0.9781761496492596,0.3260587165497532,0.4564822031696545,0.4564822031696545,1.2064172512340867,1.163778803685273,0,0,0,0,0,0,5,21,20
FOODS_1_023,FOODS_1,CA_3,CA,2016-05-21,11617,5.64,5.64,5.64,5.564382470119522,0.0,0.0,1.3589563673334857,0,0,49.0,42.0,26.0,12.0,37.0,34.38461538461539,21.852589641434264,25.0,2.2422971741112123,1.921969006381039,1.1897903372835004,0.5491340018231541,1.6931631722880582,1.573480120608653,0,0,0,0,0,0,5,21,20
FOODS_1_023,FOODS_1,CA_4,CA,2016-05-21,11617,5.64,5.64,5.64,5.4999203187251,0.0,0.0,2.5469401947148684,0,0,38.0,21.0,11.0,17.0,28.25,25.53846153846154,18.760956175298805,20.0,2.0254831174346997,1.119345933319176,0.5863240603100446,0.9061371841155235,1.5057867912507963,1.3612558603002434,0,0,0,0,0,0,5,21,20
FOODS_1_023,FOODS_1,TX_1,TX,2016-05-21,11617,6.27,6.27,6.27,5.958598484848484,0.0,0.0,5.226086569574147,0,0,21.0,20.0,8.0,4.0,16.75,15.23076923076923,9.174242424242424,8.0,2.2890173410404624,2.180016515276631,0.8720066061106524,0.4360033030553262,1.8257638315441784,1.6601664231722035,0,0,0,0,0,0,5,21,20
FOODS_1_023,FOODS_1,TX_2,TX,2016-05-21,11617,6.27,6.27,6.27,5.957765151515151,0.0,0.0,5.240804908287508,0,0,20.0,38.0,23.0,11.0,24.75,22.53846153846154,15.181818181818182,16.0,1.3173652694610778,2.502994011976048,1.5149700598802396,0.7245508982035929,1.6302395209580838,1.4845693228926764,0,0,0,0,0,0,5,21,20
FOODS_1_023,FOODS_1,TX_3,TX,2016-05-21,11617,6.27,6.27,6.27,5.944375,0.0,0.0,5.477867732099668,0,0,24.0,24.0,21.0,2.0,25.25,26.23076923076923,17.5390625,17.5,1.3683741648106904,1.3683741648106904,1.197327394209354,0.11403118040089087,1.4396436525612473,1.4955627891039918,0,0,0,0,0,0,5,21,20
FOODS_1_023,FOODS_1,WI_1,WI,2016-05-21,11617,7.27,7.27,7.27,7.039086538461539,0.0,0.0,3.280446408447329,0,0,10.0,9.0,2.0,7.0,8.75,6.153846153846154,7.923076923076923,8.0,1.262135922330097,1.1359223300970873,0.2524271844660194,0.8834951456310679,1.104368932038835,0.7766990291262136,0,0,0,0,0,0,5,21,20
FOODS_1_023,FOODS_1,WI_2,WI,2016-05-21,11617,7.27,7.27,7.27,7.014778325123153,0.0,0.0,3.638342696629203,0,0,10.0,5.0,2.0,8.0,6.25,9.076923076923077,5.74384236453202,5.0,1.7409948542024014,0.8704974271012007,0.3481989708404803,1.3927958833619212,1.088121783876501,1.5802876368914105,0,0,0,0,0,0,5,21,20
FOODS_1_023,FOODS_1,WI_3,WI,2016-05-21,11617,7.27,7.27,7.27,7.037211538461539,0.0,0.0,3.3079645292196624,0,0,4.0,9.0,5.0,2.0,7.0,6.769230769230769,3.7163461538461537,3.0,1.0763260025873223,2.4217335058214746,1.3454075032341526,0.5381630012936611,1.8835705045278137,1.8214747736093144,0,0,0,0,0,0,5,21,20
FOODS_1_037,FOODS_1,CA_1,CA,2016-05-21,11617,3.48,3.48,3.48,3.221304347826087,0.0,0.0,8.030773383722497,0,0,12.0,10.0,5.0,12.0,9.75,12.692307692307692,7.536231884057971,5.0,1.5923076923076924,1.3269230769230769,0.6634615384615384,1.5923076923076924,1.29375,1.6841715976331362,0,0,0,0,0,0,5,21,20
FOODS_1_037,FOODS_1,CA_2,CA,2016-05-21,11617,3.48,3.48,3.48,3.224832713754647,0.0,0.0,7.912574353299203,0,0,10.0,9.0,19.0,14.0,12.5,16.23076923076923,9.178438661710038,7.0,1.0895099230457674,0.9805589307411907,2.070068853786958,1.5253138922640743,1.3618874038072093,1.7683584135588994,0,0,0,0,0,0,5,21,20
FOODS_1_037,FOODS_1,CA_3,CA,2016-05-21,11617,3.48,3.48,3.48,3.1235740072202165,0.0,0.0,11.410838736520928,0,0,21.0,11.0,5.0,14.0,17.5,15.538461538461538,12.487364620938628,10.0,1.6816999132697312,0.8808904307603354,0.4004047412546979,1.121133275513154,1.4014165943914427,1.2443347343607534,0,0,0,0,0,0,5,21,20
FOODS_1_037,FOODS_1,CA_4,CA,2016-05-21,11617,3.48,3.48,3.48,3.225897435897436,0.0,0.0,7.876957316588497,0,0,7.0,2.0,2.0,0.0,3.25,3.076923076923077,2.838827838827839,2.0,2.4658064516129032,0.704516129032258,0.704516129032258,0.0,1.1448387096774193,1.0838709677419356,0,0,0,0,0,0,5,21,20
FOODS_1_037,FOODS_1,TX_1,TX,2016-05-21,11617,3.48,3.48,3.48,3.2221428571428574,0.0,0.0,8.002660164043439,0,0,5.0,6.0,2.0,4.0,5.0,3.8461538461538463,2.9511278195488724,1.0,1.6942675159235667,2.0331210191082802,0.6777070063694267,1.3554140127388534,1.6942675159235667,1.3032827045565898,0,0,0,0,0,0,5,21,20
FOODS_1_037,FOODS_1,TX_2,TX,2016-05-21,11617,3.48,3.48,3.48,3.2239473684210527,0.0,0.0,7.94220879928169,0,0,5.0,6.0,1.0,0.0,4.75,3.769230769230769,3.2218045112781954,1.0,1.5519253208868145,1.8623103850641773,0.3103850641773629,0.0,1.4743290548424737,1.1699129342069832,0,0,0,0,0,0,5,21,20
FOODS_1_037,FOODS_1,TX_3,TX,2016-05-21,11617,3.48,3.48,3.48,3.213682310469314,0.0,0.0,8.286994911198729,0,0,8.0,3.0,3.0,0.0,4.5,5.769230769230769,3.7581227436823106,1.0,2.1287223823246877,0.7982708933717579,0.7982708933717579,0.0,1.197406340057637,1.5351363334072268,0,0,0,0,0,0,5,21,20
FOODS_1_037,FOODS_1,WI_1,WI,2016-05-21,11617,3.48,3.48,3.48,3.182134831460674,0.0,0.0,9.360545178489462,0,0,22.0,5.0,1.0,4.0,12.25,7.230769230769231,7.99625468164794,5.0,2.751288056206089,0.6252927400468384,0.12505854800936766,0.5002341920374707,1.5319672131147541,0.9042695009908125,0,0,0,0,0,0,5,21,20
FOODS_1_037,FOODS_1,WI_2,WI,2016-05-21,11617,3.48,3.48,3.48,3.196101083032491,0.0,0.0,8.882663895540588,0,0,7.0,7.0,7.0,6.0,6.25,5.538461538461538,9.19494584837545,4.0,0.7612877895563409,0.7612877895563409,0.7612877895563409,0.6525323910482922,0.6797212406753044,0.6023375917368851,0,0,0,0,0,0,5,21,20
FOODS_1_037,FOODS_1,WI_3,WI,2016-05-21,11617,3.48,3.48,3.48,3.2178947368421054,0.0,0.0,8.145240431795875,0,0,4.0,7.0,3.0,3.0,9.0,7.846153846153846,7.214285714285714,3.0,0.5544554455445544,0.9702970297029703,0.4158415841584158,0.4158415841584158,1.2475247524752475,1.0875856816450875,0,0,0,0,0,0,5,21,20
FOODS_1_055,FOODS_1,CA_1,CA,2016-05-21,11617,4.38,4.38,4.38,3.9112635379061373,0.0,0.0,11.984272027468565,0,0,29.0,10.0,13.0,19.0,25.25,16.692307692307693,19.62815884476534,16.0,1.4774691925694319,0.5094721353687696,0.6623137759794004,0.9679970572006622,1.2864171418061432,0.8504265644232539,0,0,0,0,0,0,5,21,20
FOODS_1_055,FOODS_1,CA_2,CA,2016-05-21,11617,4.38,4.38,4.38,3.9059205776173287,0.0,0.0,12.137456790579877,0,0,30.0,38.0,26.0,75.0,34.75,31.923076923076923,43.40794223826715,39.0,0.6911177644710579,0.8754158349966733,0.5989687292082502,1.7277944111776449,0.8005447438456421,0.7354201852704847,0,0,0,0,0,0,5,21,20
FOODS_1_055,FOODS_1,CA_3,CA,2016-05-21,11617,4.38,4.38,4.38,3.7850180505415163,0.0,0.0,15.719395297820588,0,0,45.0,65.0,73.0,62.0,82.25,64.3076923076923,44.35018050541516,41.0,1.0146520146520146,1.4656084656084656,1.645991045991046,1.397964997964998,1.8545584045584047,1.4499984346138193,0,0,0,0,0,0,5,21,20
FOODS_1_055,FOODS_1,CA_4,CA,2016-05-21,11617,4.38,4.38,4.38,3.909025270758123,0.0,0.0,12.04839305504248,0,0,6.0,6.0,7.0,5.0,12.0,7.538461538461538,8.707581227436823,6.0,0.6890547263681592,0.6890547263681592,0.8038971807628524,0.574212271973466,1.3781094527363185,0.8657354254369181,0,0,0,0,0,0,5,21,20
FOODS_1_055,FOODS_1,TX_1,TX,2016-05-21,11617,4.38,4.38,4.38,3.910397111913358,0.0,0.0,12.009084362709785,0,0,12.0,0.0,21.0,48.0,14.0,9.23076923076923,16.664259927797833,14.0,0.720103986135182,0.0,1.2601819757365686,2.880415944540728,0.8401213171577123,0.5539261431809092,0,0,0,0,0,0,5,21,20
FOODS_1_055,FOODS_1,TX_2,TX,2016-05-21,11617,4.38,4.38,4.38,3.9085920577617332,0.0,0.0,12.060812058964778,0,0,8.0,6.0,15.0,48.0,12.75,11.692307692307692,20.216606498194945,18.0,0.39571428571428574,0.2967857142857143,0.7419642857142857,2.3742857142857146,0.6306696428571429,0.5783516483516483,0,0,0,0,0,0,5,21,20
FOODS_1_055,FOODS_1,TX_3,TX,2016-05-21,11617,4.38,4.38,4.38,3.9058483754512636,0.0,0.0,12.139529724933446,0,0,15.0,18.0,0.0,65.0,39.25,14.23076923076923,18.6028880866426,14.0,0.806326411798952,0.9675916941587424,0.0,3.4940811177954587,2.1098874442072577,0.7649763393990057,0,0,0,0,0,0,5,21,20
FOODS_1_055,FOODS_1,WI_1,WI,2016-05-21,11617,3.78,3.78,3.78,3.785487364620938,0.0,0.0,-0.14495794312307345,0,0,15.0,9.0,13.0,7.0,16.0,11.923076923076923,7.859205776173285,6.0,1.9085898024804777,1.1451538814882867,1.6541111621497475,0.8906752411575563,2.035829122645843,1.517084201971662,0,0,0,0,0,0,5,21,20
FOODS_1_055,FOODS_1,WI_2,WI,2016-05-21,11617,3.78,3.78,3.78,3.851167883211679,0.0,0.0,-1.8479558764997,0,0,4.0,10.0,22.0,7.0,9.5,11.0,5.2299270072992705,4.0,0.7648290300069783,1.9120725750174457,4.20655966503838,1.338450802512212,1.8164689462665735,2.10327983251919,0,0,0,0,0,0,5,21,20
FOODS_1_055,FOODS_1,WI_3,WI,2016-05-21,11617,3.78,3.78,3.78,3.7856317689530683,0.0,0.0,-0.1487669508496856,0,0,24.0,23.0,13.0,16.0,37.25,28.846153846153847,24.985559566787003,12.0,0.9605548331166016,0.9205317150700766,0.520300534604826,0.6403698887444012,1.4908611472330588,1.1545130205728384,0,0,0,0,0,0,5,21,20
FOODS_1_061,FOODS_1,CA_1,CA,2016-05-21,11617,2.24,2.24,2.24,2.1666788321167885,0.0,0.0,3.3840349015446325,0,0,7.0,11.0,17.0,16.0,12.75,14.461538461538462,11.664233576642335,12.0,0.600125156445557,0.9430538172715895,1.4574468085106385,1.3717146433041303,1.0930851063829787,1.239819004524887,0,0,0,0,0,0,5,21,20
FOODS_1_061,FOODS_1,CA_2,CA,2016-05-21,11617,2.24,2.24,2.24,2.1655234657039713,0.0,0.0,3.439193131616241,0,0,15.0,17.0,17.0,17.0,18.0,19.076923076923077,24.537906137184116,25.0,0.6112991025452406,0.6928056495512726,0.6928056495512726,0.6928056495512726,0.7335589230542886,0.7774470637498444,0,0,0,0,0,0,5,21,20
FOODS_1_061,FOODS_1,CA_3,CA,2016-05-21,11617,2.24,2.24,2.24,2.1611913357400727,0.0,0.0,3.646538043932166,0,0,14.0,42.0,17.0,18.0,31.5,29.307692307692307,28.96028880866426,29.0,0.48342059336823734,1.450261780104712,0.587010720518574,0.6215407629020194,1.087696335078534,1.0119958575455958,0,0,0,0,0,0,5,21,20
FOODS_1_061,FOODS_1,CA_4,CA,2016-05-21,11617,2.24,2.24,2.24,2.1655234657039713,0.0,0.0,3.439193131616241,0,0,8.0,10.0,4.0,3.0,9.0,8.846153846153847,6.931407942238267,7.0,1.1541666666666668,1.4427083333333333,0.5770833333333334,0.4328125,1.2984375,1.2762419871794872,0,0,0,0,0,0,5,21,20
FOODS_1_061,FOODS_1,TX_1,TX,2016-05-21,11617,2.24,2.24,2.24,2.159963898916968,0.0,0.0,3.7054369808293304,0,0,14.0,18.0,0.0,22.0,16.25,13.76923076923077,15.1985559566787,16.0,0.9211401425178147,1.1843230403800475,0.0,1.4475059382422804,1.0691805225653208,0.9059565137949938,0,0,0,0,0,0,5,21,20
FOODS_1_061,FOODS_1,TX_2,TX,2016-05-21,11617,2.24,2.24,2.24,2.163971119133574,0.0,0.0,3.513396283073638,0,0,26.0,7.0,11.0,9.0,14.5,8.307692307692308,16.574007220216608,16.0,1.5687214114571988,0.42234807231539967,0.6636898279241995,0.5430189501197996,0.8748638640818993,0.5012482616490458,0,0,0,0,0,0,5,21,20
FOODS_1_061,FOODS_1,TX_3,TX,2016-05-21,11617,2.24,2.24,2.24,2.161594202898551,0.0,0.0,3.6272209185383875,0,0,6.0,0.0,7.0,6.0,6.0,10.615384615384615,9.119565217391305,9.0,0.6579261025029797,0.0,0.767580452920143,0.6579261025029797,0.6579261025029797,1.1640231044283487,0,0,0,0,0,0,5,21,20
FOODS_1_061,FOODS_1,WI_1,WI,2016-05-21,11617,2.24,2.24,2.24,2.163971119133574,0.0,0.0,3.513396283073638,0,0,8.0,10.0,13.0,4.0,8.75,8.461538461538462,10.516245487364621,10.0,0.7607277720562994,0.9509097150703741,1.2361826295914864,0.3803638860281497,0.8320460006865774,0.8046159127518551,0,0,0,0,0,0,5,21,20
FOODS_1_061,FOODS_1,WI_2,WI,2016-05-21,11617,2.24,2.24,2.24,2.1802166064981954,0.0,0.0,2.7420850443767284,0,0,27.0,3.0,6.0,4.0,16.75,14.076923076923077,12.63898916967509,13.0,2.1362467866323906,0.23736075407026563,0.47472150814053127,0.31648100542702085,1.3252642102256498,1.1137696921758617,0,0,0,0,0,0,5,21,20
FOODS_1_061,FOODS_1,WI_3,WI,2016-05-21,11617,2.24,2.24,2.24,2.167463235294118,0.0,0.0,3.346620303621394,0,0,10.0,2.0,10.0,9.0,7.25,8.692307692307692,11.514705882352942,10.0,0.8684546615581098,0.17369093231162194,0.8684546615581098,0.7816091954022988,0.6296296296296295,0.754887513508203,0,0,0,0,0,0,5,21,20
FOODS_1_074,FOODS_1,CA_1,CA,2016-05-21,11617,2.24,2.24,2.24,2.2315523465703975,0.0,0.0,0.3785550198983983,0,0,13.0,10.0,19.0,24.0,11.5,12.846153846153847,10.783393501805055,12.0,1.2055574154670237,0.9273518580515567,1.7619685302979577,2.225644459323736,1.0664546367592902,1.1912904638046922,0,0,0,0,0,0,5,21,20
FOODS_1_074,FOODS_1,CA_2,CA,2016-05-21,11617,2.24,2.24,2.24,2.2300361010830327,0.0,0.0,0.4468043773878116,0,0,11.0,6.0,16.0,10.0,9.5,11.461538461538462,12.570397111913357,11.0,0.8750717978173465,0.4773118897185526,1.2728317059161403,0.7955198161975876,0.7557438253877082,0.9117880970264658,0,0,0,0,0,0,5,21,20
FOODS_1_074,FOODS_1,CA_3,CA,2016-05-21,11617,2.24,2.24,2.24,2.1655595667870036,0.0,0.0,3.4374687427066437,0,0,15.0,10.0,9.0,1.0,15.5,12.538461538461538,12.570397111913357,14.0,1.1932797242963815,0.7955198161975876,0.7159678345778289,0.07955198161975877,1.2330557151062609,0.9974594618477445,0,0,0,0,0,0,5,21,20
FOODS_1_074,FOODS_1,CA_4,CA,2016-05-21,11617,2.24,2.24,2.24,2.2306859205776175,0.0,0.0,0.41754329179479077,0,0,11.0,11.0,11.0,0.0,8.0,7.384615384615385,5.097472924187725,5.0,2.157932011331445,2.157932011331445,2.157932011331445,0.0,1.5694050991501418,1.4486816299847463,0,0,0,0,0,0,5,21,20
FOODS_1_074,FOODS_1,TX_1,TX,2016-05-21,11617,2.24,2.24,2.24,2.221046931407942,0.0,0.0,0.8533394015246452,0,0,3.0,2.0,0.0,5.0,4.25,1.3076923076923077,4.148014440433213,4.0,0.7232375979112271,0.4821583986074847,0.0,1.2053959965187118,1.0245865970409052,0.31525741447412464,0,0,0,0,0,0,5,21,20
FOODS_1_074,FOODS_1,TX_2,TX,2016-05-21,11617,2.24,2.24,2.24,2.220324909747293,0.0,0.0,0.8861356356600415,0,0,3.0,3.0,9.0,2.0,2.75,4.076923076923077,4.812274368231047,4.0,0.6234058514628658,0.6234058514628658,1.870217554388597,0.4156039009752438,0.5714553638409603,0.8471925673726123,0,0,0,0,0,0,5,21,20
FOODS_1_074,FOODS_1,TX_3,TX,2016-05-21,11617,2.24,2.24,2.24,2.2029602888086646,0.0,0.0,1.6813608206876163,0,0,1.0,1.0,1.0,5.0,2.75,2.769230769230769,2.292418772563177,1.0,0.43622047244094486,0.43622047244094486,0.43622047244094486,2.181102362204724,1.1996062992125984,1.2079951544518472,0,0,0,0,0,0,5,21,20
FOODS_1_074,FOODS_1,WI_1,WI,2016-05-21,11617,2.24,2.24,2.24,2.2237184115523467,0.0,0.0,0.7321785151874303,0,0,10.0,10.0,4.0,8.0,9.75,9.461538461538462,8.631768953068592,9.0,1.1585110832287746,1.1585110832287746,0.4634044332915098,0.9268088665830196,1.1295483061480551,1.0961297172087636,0,0,0,0,0,0,5,21,20
FOODS_1_074,FOODS_1,WI_2,WI,2016-05-21,11617,2.24,2.24,2.24,2.2382671480144407,0.0,0.0,0.07741935483870681,0,0,6.0,3.0,10.0,11.0,7.0,6.615384615384615,6.194945848375451,6.0,0.9685314685314685,0.48426573426573427,1.6142191142191142,1.7756410256410255,1.1299533799533799,1.0678680294064908,0,0,0,0,0,0,5,21,20
FOODS_1_074,FOODS_1,WI_3,WI,2016-05-21,11617,2.24,2.24,2.24,2.2315523465703975,0.0,0.0,0.3785550198983983,0,0,10.0,6.0,4.0,8.0,7.5,6.0,6.592057761732852,5.0,1.5169769989047097,0.9101861993428257,0.6067907995618839,1.2135815991237677,1.1377327491785323,0.9101861993428257,0,0,0,0,0,0,5,21,20
FOODS_1_076,FOODS_1,CA_1,CA,2016-05-21,11617,5.14,5.14,5.14,5.499061371841155,0.0,0.0,-6.529502901709522,0,0,4.0,9.0,14.0,4.0,6.5,9.692307692307692,5.512635379061372,5.0,0.7256057629338573,1.6326129666011788,2.5396201702685004,0.7256057629338573,1.179109364767518,1.758198579416654,0,0,0,0,0,0,5,21,20
FOODS_1_076,FOODS_1,CA_2,CA,2016-05-21,11617,5.14,5.14,5.14,5.4973285198555955,0.0,0.0,-6.500039402138224,0,0,14.0,8.0,16.0,5.0,11.0,11.0,7.541516245487364,7.0,1.8563906175203448,1.0607946385830542,2.1215892771661085,0.6629966491144088,1.4585926280516994,1.4585926280516994,0,0,0,0,0,0,5,21,20
FOODS_1_076,FOODS_1,CA_3,CA,2016-05-21,11617,5.14,5.14,5.14,5.499097472924188,0.0,0.0,-6.530116527162323,0,0,13.0,10.0,4.0,6.0,14.0,10.615384615384615,7.014440433212997,6.0,1.8533196088522903,1.4256304683479155,0.5702521873391663,0.8553782810087494,1.9958826556870817,1.5133615740924027,0,0,0,0,0,0,5,21,20
