item_id,dept_id,total_units,avg_weekly_units,avg_historical_price,stores_observed,weeks_observed,eligible_stores,avg_current_price,avg_recommended_price,avg_price_change_pct,avg_predicted_revenue_gain_pct,high_reliability_decisions,review_decisions,outgoing_edges,outgoing_strength,strong_outgoing_edges,substitution_outgoing,complement_outgoing,incoming_edges,incoming_strength,strong_incoming_edges,substitution_incoming,complement_incoming,total_connections,total_relationship_strength,total_strong_connections
FOODS_1_096,FOODS_1,96007,34.534892086330935,6.685356115107914,10,278,10,6.379,6.363,-0.2787456445993034,1.0275619403644316,10,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
FOODS_1_129,FOODS_1,38383,13.8068345323741,6.701158273381296,10,278,10,6.379,6.363,-0.2787456445993034,0.6348969068347776,10,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
FOODS_1_150,FOODS_1,28907,10.39820143884892,4.8673848920863305,10,278,10,5.28,5.28,0.0,0.0,10,0,0,0.0,0,0,0,1,0.43753107794892143,0,0,1,1,0.43753107794892143,0
FOODS_1_166,FOODS_1,34716,12.51027027027027,2.1600504504504507,10,278,10,2.24,2.24,0.0,0.0,10,0,1,0.4372218000340574,1,1,0,1,0.610663436362315,1,1,0,2,1.0478852363963724,2
FOODS_1_170,FOODS_1,65317,25.52442360296991,6.1531613911684255,10,265,10,6.318,6.31,-0.14184397163120582,0.20714287048764315,10,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
FOODS_1_187,FOODS_1,25028,9.041907514450868,9.186152456647399,10,278,10,9.98,9.964,-0.16032064128256882,2.3859160598133786,4,1,2,0.7519656479186723,1,1,1,0,0.0,0,0,0,2,0.7519656479186723,1
FOODS_1_192,FOODS_1,19708,7.089208633093525,2.3420827338129495,10,278,10,2.24,2.24,0.0,0.0,10,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
FOODS_1_201,FOODS_1,30390,10.931654676258994,2.159205035971223,10,278,10,2.24,2.24,0.0,0.0,10,0,1,0.32080552351619096,0,1,0,1,0.640603372356574,1,1,0,2,0.961408895872765,1
FOODS_1_206,FOODS_1,30494,11.016618497109826,1.9941654624277454,10,278,10,2.23,2.18,-2.2421524663677133,0.4186333482364879,8,0,1,0.334690349244976,0,0,1,3,1.0519771346914906,0,0,3,4,1.3866674839364665,0
FOODS_1_219,FOODS_1,41786,15.030935251798562,2.14276618705036,10,278,10,2.24,2.24,0.0,0.0,10,0,1,0.4128524777256972,1,1,0,1,0.5004888420013611,1,1,0,2,0.9133413197270583,2
FOODS_2_019,FOODS_2,99979,40.297863764611044,3.172285368802902,10,278,10,3.2880000000000003,3.254,-1.0373248557635708,0.9934737562267172,7,3,1,0.3600974338395222,0,1,0,2,0.8870929226857276,0,2,0,3,1.2471903565252498,0
FOODS_2_021,FOODS_2,123205,51.228690228690226,0.8328731808731809,10,278,9,0.94,0.94,0.0,0.0,9,0,3,1.2504309751773333,2,2,1,3,1.1837782091514284,1,3,0,6,2.4342091843287617,3
FOODS_2_034,FOODS_2,25008,9.376827896512935,2.496835395575553,10,278,10,2.5,2.5,0.0,0.0,10,0,2,0.8483666421245724,1,1,1,0,0.0,0,0,0,2,0.8483666421245724,1
FOODS_2_036,FOODS_2,39668,14.79597165236852,3.462868332711675,10,277,10,3.596,3.596,0.0,0.0,10,0,3,1.1764581788759054,2,2,1,5,2.052566740070575,2,2,3,8,3.2290249189464806,4
FOODS_2_052,FOODS_2,28317,10.185971223021582,12.532618705035972,10,278,10,13.970000000000002,13.970000000000002,0.0,0.0,10,0,5,2.2212710594685894,3,3,2,2,0.8102979851995753,1,1,1,7,3.0315690446681645,4
FOODS_2_056,FOODS_2,53850,19.3705035971223,7.0526870503597126,10,278,10,6.980000000000001,6.980000000000001,0.0,0.0,10,0,3,1.1099379679136883,1,0,3,3,1.2148248819630045,1,1,2,6,2.324762849876693,2
FOODS_2_061,FOODS_2,38144,13.740634005763688,1.9543371757925072,10,278,10,2.0,2.0,0.0,0.0,10,0,2,0.6611240274956354,0,0,2,2,0.8955959092589079,2,2,0,4,1.5567199367545432,2
FOODS_2_063,FOODS_2,44949,16.23880057803468,2.7628793352601155,10,278,10,2.798,2.786,-0.4054054054054058,0.214632339041238,9,0,6,2.5126155348856134,1,3,3,7,2.4943103554845245,1,1,6,13,5.0069258903701375,2
FOODS_2_119,FOODS_2,28503,10.59985124581629,2.515143175901822,10,278,10,2.535,2.535,0.0,0.0,10,0,4,1.361765156783797,1,3,1,7,2.980137536900533,5,6,1,11,4.34190269368433,6
FOODS_2_128,FOODS_2,151901,62.48498560263266,0.8312134923899629,10,278,10,0.9399999999999998,0.9399999999999998,0.0,0.0,10,0,3,1.3025307889983397,2,2,1,3,1.1977772956488826,2,2,1,6,2.500308084647222,4
FOODS_2_152,FOODS_2,81865,29.500900900900902,2.312317117117117,10,278,10,2.3600000000000003,2.3600000000000003,0.0,0.0,10,0,3,1.0165619820275016,0,1,2,4,1.4398810764411245,1,3,1,7,2.456443058468626,1
FOODS_2_166,FOODS_2,46463,16.713309352517985,2.0947589928057555,10,278,10,2.087,2.087,0.0,0.0,10,0,6,2.5238878669828635,4,3,3,7,2.9483937248928296,4,2,5,13,5.472281591875693,8
FOODS_2_171,FOODS_2,32703,12.207166853303471,2.8633818589025757,10,278,10,2.9010000000000002,2.9010000000000002,0.0,0.0,10,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
FOODS_2_182,FOODS_2,20952,8.733639016256774,1.9724968736973738,10,278,10,2.0,2.0140000000000002,0.7000000000000006,0.14239347641917144,9,1,2,0.7650171686692022,0,1,1,4,1.778091827532719,2,0,4,6,2.543108996201921,2
FOODS_2_183,FOODS_2,54138,20.299212598425196,8.753295838020248,10,278,10,8.98,8.98,0.0,0.0,10,0,3,1.3609388110730625,1,2,1,4,1.772707349772829,3,0,4,7,3.1336461608458914,4
FOODS_2_197,FOODS_2,164027,59.00251798561151,3.1593129496402876,10,278,10,3.2880000000000003,3.2479999999999998,-1.1695906432748548,0.4831665250402393,5,5,0,0.0,0,0,0,2,0.8328961254190168,1,2,0,2,0.8328961254190168,1
FOODS_2_212,FOODS_2,26164,10.829470198675496,4.6699006622516555,10,278,10,4.88,4.989,2.233606557377049,0.37612015112116576,9,1,1,0.35045237967217724,0,0,1,7,3.1066267123898803,3,7,0,8,3.4570790920620578,3
FOODS_2_240,FOODS_2,54213,19.50107913669065,2.0929172661870505,10,278,10,2.087,2.087,0.0,0.0,10,0,8,3.3604829291020795,3,4,4,6,2.5531003057652155,2,1,5,14,5.9135832348672945,5
FOODS_2_274,FOODS_2,31241,13.027939949958299,7.0743369474562146,10,278,10,6.980000000000001,6.980000000000001,0.0,0.0,10,0,2,0.8186437131438234,1,1,1,1,0.4286951670274089,0,0,1,3,1.2473388801712324,1
FOODS_2_276,FOODS_2,160385,57.69244604316547,3.1599208633093525,10,278,10,3.2880000000000003,3.2640000000000002,-0.7017543859649129,0.7626083403201018,7,3,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
FOODS_2_285,FOODS_2,53434,19.220863309352517,3.580546762589928,10,278,10,3.9799999999999995,3.9799999999999995,0.0,0.0,10,0,8,3.675775621796558,4,4,4,2,0.7659706507959834,1,0,2,10,4.441746272592542,5
FOODS_2_291,FOODS_2,30273,11.536966463414634,7.0143864329268295,10,278,10,6.980000000000001,6.980000000000001,0.0,0.0,10,0,7,2.9595438342735605,3,4,3,4,1.593302962895514,2,3,1,11,4.5528467971690745,5
FOODS_2_294,FOODS_2,50991,18.342086330935253,1.1386942446043167,10,278,10,1.0,1.0,0.0,0.0,10,0,9,3.704093053498524,4,4,5,4,1.440550204209143,1,3,1,13,5.144643257707667,5
FOODS_2_322,FOODS_2,44964,18.735,2.8721708333333336,10,278,10,2.9010000000000002,2.9010000000000002,0.0,0.0,10,0,1,0.41918892368211313,1,1,0,0,0.0,0,0,0,1,0.41918892368211313,1
FOODS_2_360,FOODS_2,261878,94.43851424450054,0.8171150378651281,10,278,10,0.9399999999999998,0.9399999999999998,0.0,0.0,10,0,5,1.8871960744911336,3,2,3,3,1.2868973042207519,2,2,1,8,3.1740933787118855,5
FOODS_2_380,FOODS_2,59402,21.943849279645363,5.0920982637606205,10,274,10,4.97,4.97,0.0,0.0,10,0,4,1.5518410253563668,2,3,1,4,1.5028149028159634,0,0,4,8,3.0546559281723304,2
FOODS_2_381,FOODS_2,33059,12.167464114832535,2.4924733161575268,10,278,10,2.5,2.5,0.0,0.0,10,0,4,1.393140242867143,1,2,2,3,1.0678397828481927,1,3,0,7,2.460980025715336,2
FOODS_2_388,FOODS_2,31274,11.717497189958786,2.972675159235669,10,278,10,2.98,2.98,0.0,0.0,10,0,1,0.31802907760370513,0,0,1,4,1.5664789521124516,2,4,0,5,1.8845080297161567,2
FOODS_2_391,FOODS_2,29240,10.517985611510792,1.9738237410071942,10,278,10,2.0,2.0140000000000002,0.7000000000000006,0.10009203113495864,9,1,1,0.3536338080610583,0,0,1,3,1.1208887141261448,1,0,3,4,1.4745225221872031,1
FOODS_2_399,FOODS_2,23626,9.003810975609756,1.972747713414634,10,278,10,2.0,2.028,1.4000000000000012,0.533516799538305,8,2,2,0.8212350019070621,1,1,1,3,1.1627416801426045,0,0,3,5,1.9839766820496667,1
FOODS_3_020,FOODS_3,60041,21.59748201438849,1.048978417266187,10,278,10,0.9399999999999998,1.0399999999999998,10.638297872340424,6.303625203168995,5,5,17,6.957769408057388,11,10,7,1,0.3413423322991535,0,0,1,18,7.299111740356541,11
FOODS_3_030,FOODS_3,182547,65.80641672674838,1.2746106705118962,10,278,10,1.342,1.3809999999999998,3.1199999999999974,0.5113449034151669,7,0,2,0.6616765952609582,0,0,2,7,2.6738962385170426,0,4,3,9,3.335572833778001,0
FOODS_3_086,FOODS_3,124231,48.62270058708415,1.0922583170254403,10,278,10,1.0,1.1,10.0,3.0974471586479426,6,4,16,5.815739546422768,3,7,9,0,0.0,0,0,0,16,5.815739546422768,3
FOODS_3_090,FOODS_3,1017916,366.1568345323741,1.362255395683453,10,278,10,1.522,1.502,-1.250000000000001,0.8034918062283172,5,3,3,1.196785351336148,1,0,3,10,4.219799231940352,6,5,5,13,5.4165845832765,7
FOODS_3_115,FOODS_3,29715,10.68884892086331,4.263467625899281,10,278,10,4.548,4.548,0.0,0.0,10,0,1,0.364432094119968,0,1,0,7,2.6403910905597785,2,3,4,8,3.0048231846797466,2
FOODS_3_124,FOODS_3,70025,25.279783393501805,5.324169675090253,10,278,10,5.212000000000001,5.452,5.1162644544997535,2.8554300716516408,6,4,14,5.79114242886392,6,13,1,1,0.3200264898268106,0,0,1,15,6.111168918690731,6
FOODS_3_133,FOODS_3,91206,32.81971932349766,0.8164303706369198,10,278,10,0.8,0.8,0.0,0.0,10,0,0,0.0,0,0,0,7,2.641295032888601,2,6,1,7,2.641295032888601,2
FOODS_3_136,FOODS_3,102353,36.81762589928058,4.271179856115109,10,278,10,4.548,4.548,0.0,0.0,10,0,0,0.0,0,0,0,7,2.9948690308000483,5,2,5,7,2.9948690308000483,5
FOODS_3_202,FOODS_3,300529,108.10395683453237,4.256773381294964,10,278,10,4.354,4.538,7.546324786324787,5.4647069483600585,9,1,0,0.0,0,0,0,12,4.669823117516646,4,4,8,12,4.669823117516646,4
FOODS_3_219,FOODS_3,86822,31.23093525179856,1.313158273381295,10,278,10,1.431,1.48,4.94949494949495,3.4468442163874733,9,1,0,0.0,0,0,0,7,2.5740002724565354,2,3,4,7,2.5740002724565354,2
FOODS_3_224,FOODS_3,38420,13.820143884892087,3.8922086330935253,10,278,10,3.9799999999999995,4.430000000000001,11.306532663316592,4.275087971354468,1,0,6,2.3608060171015017,3,1,5,3,1.28142185912375,1,2,1,9,3.6422278762252516,4
FOODS_3_231,FOODS_3,67196,24.171223021582733,5.327230215827338,10,278,10,5.212000000000001,5.46,5.275263951734545,2.9024303739662183,5,5,18,7.854684055033185,12,15,3,2,0.9214175469511898,2,0,2,20,8.776101601984374,14
FOODS_3_257,FOODS_3,40397,14.541756659467243,3.908905687544997,10,278,10,3.9799999999999995,4.28,7.537688442211061,2.338099453358067,4,0,6,2.824180358997737,5,0,6,2,0.8989442888020874,1,1,1,8,3.7231246477998243,6
FOODS_3_274,FOODS_3,43997,16.205156537753222,1.3728103130755065,10,278,10,1.54,1.52,-1.2833333333333345,0.7351279086583498,10,0,0,0.0,0,0,0,4,1.604401235967749,1,1,3,4,1.604401235967749,1
FOODS_3_281,FOODS_3,179140,64.60151460512081,1.2137720879913452,10,278,10,1.25,1.3419999999999999,7.359999999999992,4.875086617086171,0,1,5,2.3304386188213395,4,0,5,2,0.8089483917196187,2,0,2,7,3.1393870105409585,6
FOODS_3_285,FOODS_3,54076,19.500901550667148,1.2124053371799495,10,278,10,1.2129999999999999,1.3279999999999998,10.881818181818176,6.00750730792519,4,1,1,0.31114555322420245,0,0,1,5,1.6659550106003964,0,3,2,6,1.9771005638245989,0
FOODS_3_295,FOODS_3,205086,73.77194244604317,0.8155107913669064,10,278,10,0.8,0.8,0.0,0.0,10,0,0,0.0,0,0,0,8,3.439443086866966,4,7,1,8,3.439443086866966,4
FOODS_3_318,FOODS_3,264845,95.2679856115108,1.3183345323741007,10,278,10,1.48,1.48,0.0,0.0,10,0,0,0.0,0,0,0,9,3.3136209421017426,2,3,6,9,3.3136209421017426,2
FOODS_3_319,FOODS_3,208363,75.08576576576577,0.9795711711711712,10,278,10,0.9400000000000001,0.9640000000000001,2.727272727272727,52.956237551409046,8,0,2,0.6011593178004204,0,2,0,2,0.696537481213263,0,0,2,4,1.2976967990136834,0
FOODS_3_324,FOODS_3,68825,27.44218500797448,3.1042902711323763,10,278,10,3.0,3.0,0.0,0.0,10,0,0,0.0,0,0,0,3,1.1218620950225136,1,0,3,3,1.1218620950225136,1
FOODS_3_339,FOODS_3,57815,20.796762589928058,0.8159316546762589,10,278,10,0.8,0.8,0.0,0.0,10,0,0,0.0,0,0,0,9,3.236891556977235,3,8,1,9,3.236891556977235,3
FOODS_3_348,FOODS_3,110424,39.73515653112631,0.8152932709607773,10,278,10,0.8,0.8,0.0,0.0,10,0,0,0.0,0,0,0,10,3.6989931994922043,3,9,1,10,3.6989931994922043,3
FOODS_3_351,FOODS_3,79784,28.699280575539568,1.0457158273381295,10,278,10,0.9399999999999998,0.9799999999999999,4.255319148936169,1.7581875450597273,8,2,4,1.2859963751672758,0,3,1,0,0.0,0,0,0,4,1.2859963751672758,0
FOODS_3_355,FOODS_3,47919,17.23705035971223,1.050161870503597,10,278,10,0.9399999999999998,1.0399999999999998,10.638297872340424,4.261122978026966,5,5,3,0.9774395932463003,0,3,0,0,0.0,0,0,0,3,0.9774395932463003,0
FOODS_3_404,FOODS_3,110048,41.216479400749066,0.9763183520599251,10,278,10,0.9400000000000001,0.9640000000000001,2.727272727272727,77.92372501205303,8,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
FOODS_3_406,FOODS_3,143394,51.58057553956834,0.8147194244604317,10,278,10,0.8,0.8,0.0,0.0,10,0,0,0.0,0,0,0,9,3.7272005694975916,6,8,1,9,3.7272005694975916,6
FOODS_3_432,FOODS_3,35368,12.722302158273381,3.8951618705035975,10,278,10,3.9799999999999995,4.430000000000001,11.306532663316592,5.583794691712483,1,0,3,0.9263748972750472,0,0,3,2,0.856270806497504,1,1,1,5,1.7826457037725512,1
FOODS_3_435,FOODS_3,101212,36.40719424460432,1.3178633093525178,10,278,10,1.48,1.48,0.0,0.0,10,0,0,0.0,0,0,0,1,0.34550906037806006,0,1,0,1,0.34550906037806006,0
FOODS_3_491,FOODS_3,199199,71.65431654676259,1.358521582733813,10,278,10,1.522,1.484,-2.425000000000002,0.7514846316029966,5,2,4,1.2465686079887033,0,0,4,9,3.988636905132221,7,4,5,13,5.235205513120924,7
FOODS_3_501,FOODS_3,202850,72.96762589928058,0.8158669064748202,10,278,10,0.8,0.8,0.0,0.0,10,0,0,0.0,0,0,0,7,2.9961672767163208,4,6,1,7,2.9961672767163208,4
FOODS_3_524,FOODS_3,94366,35.32983901160614,0.9783339573193561,10,278,10,0.952,0.952,0.1636363636363635,25.053204080986795,8,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0
FOODS_3_541,FOODS_3,272632,98.06906474820144,0.9793705035971223,10,278,10,0.915,0.9640000000000001,6.350461133069829,157.00594263275397,7,1,1,0.303950382137624,0,1,0,1,0.30037611931214214,0,0,1,2,0.6043265014497661,0
FOODS_3_547,FOODS_3,181908,67.97757847533633,0.20060911808669657,10,278,10,0.25,0.25,0.0,0.0,9,0,0,0.0,0,0,0,1,0.3206993776634014,0,1,0,1,0.3206993776634014,0
FOODS_3_578,FOODS_3,44205,17.625598086124402,3.0857097288676236,10,278,10,3.0,2.95,-1.6666666666666665,1.488947527505101,9,1,0,0.0,0,0,0,3,1.093607369107208,1,0,3,3,1.093607369107208,1
FOODS_3_594,FOODS_3,67226,24.991078066914497,0.9769925650557622,10,278,10,0.9400000000000001,0.9640000000000001,2.727272727272727,61.16521367134385,8,0,0,0.0,0,0,0,3,0.9728728581557627,0,0,3,3,0.9728728581557627,0
FOODS_3_635,FOODS_3,282174,101.86787003610108,0.9789025270758123,10,278,10,0.915,0.9640000000000001,6.350461133069829,91.80927126337357,7,1,0,0.0,0,0,0,1,0.30389697073918126,0,0,1,1,0.30389697073918126,0
FOODS_3_681,FOODS_3,256134,92.26729106628243,1.1030079250720461,10,278,10,1.0,1.15,15.0,1.719391868817898,4,6,13,4.774718381408257,2,5,8,2,0.7372345081991223,0,0,2,15,5.511952889607379,2
FOODS_3_704,FOODS_3,73910,26.586330935251798,4.248658273381295,10,278,10,4.16,4.548,15.520000000000001,10.0258584898117,8,2,1,0.36145125848177856,0,1,0,10,3.7298480625530077,4,3,7,11,4.0912993210347866,4
FOODS_3_723,FOODS_3,289170,104.0179856115108,1.3721438848920864,10,278,10,1.54,1.524,-1.0166666666666675,0.2724308698247844,10,0,5,1.7759209624718582,2,1,4,9,4.027866559932118,7,4,5,14,5.803787522403976,9
FOODS_3_727,FOODS_3,42864,15.418705035971223,3.8189172661870505,10,278,10,3.9799999999999995,4.430000000000001,11.306532663316592,5.715828309969308,1,0,10,4.176165444477921,5,1,9,3,1.3128664629502929,1,2,1,13,5.489031907428214,6
FOODS_3_734,FOODS_3,99695,35.99097472924188,1.63085559566787,10,278,10,1.78,1.78,0.0,0.0,10,0,15,7.046139227738874,9,0,15,0,0.0,0,0,0,15,7.046139227738874,9
FOODS_3_738,FOODS_3,74134,26.666906474820145,1.370776978417266,10,278,10,1.54,1.528,-0.758333333333334,0.22603473296964025,9,0,3,0.9938395240976228,0,0,3,7,2.8817140632468257,4,4,3,10,3.8755535873444487,4
FOODS_3_753,FOODS_3,58631,21.18171965317919,5.326828034682081,10,278,10,5.212000000000001,5.46,5.275263951734545,2.9895691100771082,5,5,17,6.513952828325358,7,13,4,2,0.6845856103053842,0,0,2,19,7.1985384386307425,7
FOODS_3_755,FOODS_3,94227,33.89460431654676,1.0515359712230217,10,278,10,0.9399999999999998,1.02,8.510638297872338,1.7225887769348334,6,4,15,5.6996645268805075,5,11,4,0,0.0,0,0,0,15,5.6996645268805075,5
FOODS_3_767,FOODS_3,97190,35.744759102611255,0.9784369253401985,10,278,10,0.9400000000000001,0.9640000000000001,2.727272727272727,103.16667524301901,8,0,0,0.0,0,0,0,1,0.3258123104527568,0,1,0,1,0.3258123104527568,0
FOODS_3_769,FOODS_3,75137,27.095924990984493,1.2172232239451857,10,278,10,1.25,1.3279999999999998,6.239999999999995,2.7889277764026423,4,0,7,2.8156539438933437,4,1,6,2,0.7575376966405933,0,0,2,9,3.573191640533937,4
FOODS_3_783,FOODS_3,63981,23.13123644251627,5.324146782357195,10,278,10,5.212000000000001,5.46,5.275263951734545,3.917959807383022,5,5,10,3.4818818042254245,1,10,0,2,0.9430453299930862,2,0,2,12,4.42492713421851,3
FOODS_3_785,FOODS_3,127067,50.66467304625199,3.0903189792663475,10,278,10,3.0,3.0,0.0,0.0,10,0,0,0.0,0,0,0,5,1.6940291740673858,1,1,4,5,1.6940291740673858,1
FOODS_3_808,FOODS_3,281888,101.72789606640202,0.9809527246481414,10,278,10,0.958,0.9640000000000001,0.9272727272727254,189.06926427416172,8,0,0,0.0,0,0,0,3,0.9933584510212914,0,0,3,3,0.9933584510212914,0
FOODS_3_822,FOODS_3,58903,21.188129496402876,3.876298561151079,10,278,10,3.9799999999999995,4.430000000000001,11.306532663316592,5.142046925314025,1,0,2,0.6337314993342014,0,0,2,3,1.3263935279846932,1,2,1,5,1.9601250273188946,1
