dept_id,source_item,target_item,relationship_type,edge_strength,price_change_events,source_up_events,source_down_events,ripple_elasticity,intercept,training_r2,sign_consistent,absolute_elasticity,production_elasticity,elasticity_winsorized,supported_log_move_lower,supported_log_move_upper,supported_price_change_lower_pct,supported_price_change_upper_pct
FOODS_2,FOODS_2_034,FOODS_2_212,SUBSTITUTION_LIKE,STRONG,42,19,23,5.189462971505219,-0.21363383805998717,0.27470537219955304,True,5.189462971505219,3.801313542541984,True,-0.2231435513142097,0.2746007809321552,-19.999999999999996,31.600519561645935
FOODS_3,FOODS_3_734,FOODS_3_432,COMPLEMENT_LIKE,STRONG,58,48,10,-4.805821519056465,0.7539852812582245,0.28652420048730576,True,4.805821519056465,-4.805821519056465,False,-0.023716526617316044,0.1353413478697623,-2.34375,14.492753623188426
FOODS_2,FOODS_2_285,FOODS_2_197,SUBSTITUTION_LIKE,STRONG,45,32,13,1.6590278112057821,0.036767463452640314,0.23056524656624977,True,1.6590278112057821,1.6590278112057821,False,-0.15269573822615742,0.2549504492241516,-14.160914239245512,29.039767908256884
FOODS_3,FOODS_3_124,FOODS_3_090,SUBSTITUTION_LIKE,STRONG,100,43,57,2.833364577702789,0.2536999454566883,0.20836154227770431,True,2.833364577702789,2.833364577702789,False,-0.1829906769259788,0.09567520992336254,-16.722408026755854,10.040160642570273
FOODS_3,FOODS_3_231,FOODS_3_491,SUBSTITUTION_LIKE,STRONG,95,41,54,3.3284872384757906,0.3166759677775105,0.2454570122604972,True,3.3284872384757906,3.3284872384757906,False,-0.1829906769259788,0.09567520992336254,-16.722408026755854,10.040160642570273
FOODS_3,FOODS_3_257,FOODS_3_090,COMPLEMENT_LIKE,STRONG,120,65,55,-0.8364300264673562,0.035662085840267164,0.05274498061054045,True,0.8364300264673562,-0.8364300264673562,False,-0.28935851877903324,0.28935851877903324,-25.125628140703515,33.55704697986577
FOODS_3,FOODS_3_090,FOODS_3_491,COMPLEMENT_LIKE,STRONG,41,17,24,-0.9813012934256898,-0.020703716038724364,0.2809027477019288,True,0.9813012934256898,-0.9813012934256898,False,-0.32208349916911316,0.3220834991691132,-27.536231884057962,37.999999999999986
FOODS_2,FOODS_2_052,FOODS_2_360,SUBSTITUTION_LIKE,STRONG,95,51,44,1.2553565213468114,-0.03429506397936816,0.07326901545871423,True,1.2553565213468114,1.2553565213468114,False,-0.15438914411836097,0.2417478989817315,-14.306151645207443,27.347310847766625
FOODS_3,FOODS_3_257,FOODS_3_723,COMPLEMENT_LIKE,STRONG,118,65,53,-0.859264223797637,-0.006687149069911607,0.058408166929195815,True,0.859264223797637,-0.859264223797637,False,-0.28935851877903324,0.28935851877903324,-25.125628140703515,33.55704697986577
FOODS_2,FOODS_2_052,FOODS_2_021,SUBSTITUTION_LIKE,STRONG,81,42,39,0.8064982615920222,-0.054809922413196675,0.02183663497578081,True,0.8064982615920222,0.8064982615920222,False,-0.15438914411836097,0.2417478989817315,-14.306151645207443,27.347310847766625
FOODS_1,FOODS_1_055,FOODS_1_219,SUBSTITUTION_LIKE,STRONG,49,31,18,2.5945284190312723,-0.15635956864144598,0.15104841891369147,True,2.5945284190312723,2.5945284190312723,False,-0.12470558312944453,0.21283418165534837,-11.724323718733027,23.7179487179487
FOODS_3,FOODS_3_727,FOODS_3_090,COMPLEMENT_LIKE,STRONG,121,61,60,-0.784760441763763,0.03999152482706107,0.032048108138759246,True,0.784760441763763,-0.784760441763763,False,-0.28935851877903324,0.2966507424345414,-25.125628140703515,34.534534534534544
FOODS_3,FOODS_3_231,FOODS_3_501,SUBSTITUTION_LIKE,STRONG,92,38,54,1.7351198530521637,0.0383398489765257,0.11184334936570162,True,1.7351198530521637,1.7351198530521637,False,-0.1829906769259788,0.09567520992336254,-16.722408026755854,10.040160642570273
FOODS_3,FOODS_3_257,FOODS_3_491,COMPLEMENT_LIKE,STRONG,119,65,54,-0.9930486658264676,-0.02292706121581079,0.1122494221455489,True,0.9930486658264676,-0.9930486658264676,False,-0.28935851877903324,0.28935851877903324,-25.125628140703515,33.55704697986577
FOODS_3,FOODS_3_257,FOODS_3_274,COMPLEMENT_LIKE,STRONG,115,63,52,-1.1929572726335944,-0.011337145788179322,0.19130053494933275,True,1.1929572726335944,-1.1929572726335944,False,-0.28935851877903324,0.28935851877903324,-25.125628140703515,33.55704697986577
FOODS_2,FOODS_2_052,FOODS_2_128,SUBSTITUTION_LIKE,STRONG,82,43,39,0.7181550059106979,-0.0840270526763663,0.012867804025335494,True,0.7181550059106979,0.7181550059106979,False,-0.15438914411836097,0.2417478989817315,-14.306151645207443,27.347310847766625
FOODS_3,FOODS_3_727,FOODS_3_491,COMPLEMENT_LIKE,STRONG,120,61,59,-1.0747844244327578,-0.01248618888716777,0.11518074078343465,True,1.0747844244327578,-1.0747844244327578,False,-0.28935851877903324,0.2966507424345414,-25.125628140703515,34.534534534534544
FOODS_3,FOODS_3_020,FOODS_3_202,SUBSTITUTION_LIKE,STRONG,70,31,39,2.2057932385599583,0.11231074396740903,0.08851020948121291,True,2.2057932385599583,2.2057932385599583,False,-0.19290366612449156,0.16551443847757333,-17.543859649122805,17.999999999999993
FOODS_3,FOODS_3_681,FOODS_3_783,COMPLEMENT_LIKE,STRONG,86,52,34,-1.9594962613158753,-0.3224795700094655,0.20825126647446457,True,1.9594962613158753,-1.9594962613158753,False,-0.3540032099832103,0.22314355131420976,-29.812728564785086,25.0
FOODS_2,FOODS_2_274,FOODS_2_052,SUBSTITUTION_LIKE,STRONG,62,35,27,3.498028206970242,0.19721138043903522,0.23533303076098844,True,3.498028206970242,3.498028206970242,False,-0.15630198936977044,0.1563019893697704,-14.469914040114617,16.917922948073706
FOODS_2,FOODS_2_128,FOODS_2_119,SUBSTITUTION_LIKE,STRONG,49,36,13,1.94084258106341,-0.1246078621028061,0.21243527173332621,True,1.94084258106341,1.94084258106341,False,-0.07385518644282207,0.2402454761372293,-7.119381216923573,27.15612499572209
FOODS_3,FOODS_3_769,FOODS_3_202,COMPLEMENT_LIKE,STRONG,83,44,39,-0.6726538328584204,-0.09203939537085822,-0.006946561174682397,True,0.6726538328584204,-0.6726538328584204,False,-0.24686007793152578,0.2468600779315258,-21.875,28.000000000000004
FOODS_3,FOODS_3_734,FOODS_3_501,COMPLEMENT_LIKE,STRONG,51,41,10,-1.5623634623760705,0.016366126970094774,-0.0694393382496985,True,1.5623634623760705,-1.5623634623760705,False,-0.04388671611013879,0.1814438509525106,-4.293762891959106,19.894721507559208
FOODS_3,FOODS_3_124,FOODS_3_295,SUBSTITUTION_LIKE,STRONG,95,40,55,2.1612890698305463,-0.01512462997229104,0.10833099082089825,True,2.1612890698305463,2.1612890698305463,False,-0.1829906769259788,0.10045028609062896,-16.722408026755854,10.566867322552469
FOODS_3,FOODS_3_727,FOODS_3_738,COMPLEMENT_LIKE,STRONG,119,60,59,-0.807258502499412,-0.04418651332090502,0.09842522312371926,True,0.807258502499412,-0.807258502499412,False,-0.28935851877903324,0.29628613125176595,-25.125628140703515,34.48549068028595
FOODS_3,FOODS_3_727,FOODS_3_723,COMPLEMENT_LIKE,STRONG,119,61,58,-0.6981621586158678,0.016929988535485205,0.022655363122388805,True,0.6981621586158678,-0.6981621586158678,False,-0.28935851877903324,0.28935851877903324,-25.125628140703515,33.55704697986577
FOODS_2,FOODS_2_183,FOODS_2_212,SUBSTITUTION_LIKE,MODERATE,35,25,10,11.49612240479979,-0.812974072968938,0.22079033610790355,True,11.49612240479979,3.801313542541984,True,-0.0011527378798082853,0.11088645659732313,-0.11520737327188613,11.726804123711343
FOODS_3,FOODS_3_734,FOODS_3_295,COMPLEMENT_LIKE,MODERATE,50,41,9,-2.4654844887607106,0.034512020820873235,-0.02408069172548899,True,2.4654844887607106,-2.4654844887607106,False,-0.04676817175197063,0.18802992282147532,-4.569139235940012,20.686962775372535
FOODS_2,FOODS_2_285,FOODS_2_166,COMPLEMENT_LIKE,STRONG,40,27,13,-3.0453572905772446,-0.11873294580626399,0.1855946454030093,True,3.0453572905772446,-3.0453572905772446,False,-0.161843025450414,0.2777407343639332,-14.942528735632187,32.014388489208635
FOODS_3,FOODS_3_753,FOODS_3_723,SUBSTITUTION_LIKE,STRONG,97,41,56,2.997558216091219,0.2627506048657386,0.2184612997310741,True,2.997558216091219,2.997558216091219,False,-0.1829906769259788,0.09567520992336254,-16.722408026755854,10.040160642570273
FOODS_3,FOODS_3_681,FOODS_3_231,COMPLEMENT_LIKE,STRONG,87,52,35,-1.3435527599582455,-0.1839736741745934,0.14883927047424217,True,1.3435527599582455,-1.3435527599582455,False,-0.35187522926227044,0.22314355131420976,-29.663212376954185,25.0
FOODS_3,FOODS_3_231,FOODS_3_318,SUBSTITUTION_LIKE,STRONG,94,40,54,2.6658803882107973,0.1567042510892012,0.15761311764215225,True,2.6658803882107973,2.6658803882107973,False,-0.1829906769259788,0.09567520992336254,-16.722408026755854,10.040160642570273
FOODS_3,FOODS_3_281,FOODS_3_704,COMPLEMENT_LIKE,STRONG,90,47,43,-0.8517653853011098,-0.11911306420955033,0.045211698161892744,True,0.8517653853011098,-0.8517653853011098,False,-0.32208349916911316,0.3220834991691132,-27.536231884057962,37.999999999999986
FOODS_3,FOODS_3_124,FOODS_3_491,SUBSTITUTION_LIKE,STRONG,100,43,57,2.4890215794429476,0.2680994056297771,0.1884445912937136,True,2.4890215794429476,2.4890215794429476,False,-0.1829906769259788,0.09567520992336254,-16.722408026755854,10.040160642570273
FOODS_3,FOODS_3_755,FOODS_3_202,SUBSTITUTION_LIKE,STRONG,72,30,42,2.010538060382603,0.12860183087826008,0.05605600974518332,True,2.010538060382603,2.010538060382603,False,-0.20479441264601328,0.20479441264601322,-18.518518518518523,22.72727272727273
FOODS_2,FOODS_2_166,FOODS_2_388,SUBSTITUTION_LIKE,STRONG,53,25,28,2.0710242196661373,-0.13057231423992977,0.17657918705092812,True,2.0710242196661373,2.0710242196661373,False,-0.22543976357456,0.22543976357456008,-20.18348623853211,25.287356321839095
FOODS_3,FOODS_3_020,FOODS_3_348,SUBSTITUTION_LIKE,STRONG,69,35,34,1.8448781734435444,-0.21112728017625268,0.09148346124251405,True,1.8448781734435444,1.8448781734435444,False,-0.19290366612449156,0.17140643460283897,-17.543859649122805,18.69730779290018
FOODS_3,FOODS_3_124,FOODS_3_406,SUBSTITUTION_LIKE,STRONG,95,42,53,2.100470773658738,-0.015990586766015544,0.1197700742949993,True,2.100470773658738,2.100470773658738,False,-0.1829906769259788,0.10045028609062896,-16.722408026755854,10.566867322552469
FOODS_3,FOODS_3_769,FOODS_3_136,COMPLEMENT_LIKE,STRONG,86,45,41,-0.4404541585901129,-0.08430992815728412,-0.022606108899960287,True,0.4404541585901129,-0.4404541585901129,False,-0.24686007793152578,0.2468600779315258,-21.875,28.000000000000004
FOODS_3,FOODS_3_020,FOODS_3_406,SUBSTITUTION_LIKE,STRONG,64,32,32,1.4268544174226272,-0.13319190760026892,-0.007232659468594527,True,1.4268544174226272,1.4268544174226272,False,-0.19290366612449156,0.16551443847757333,-17.543859649122805,17.999999999999993
FOODS_2,FOODS_2_399,FOODS_2_036,SUBSTITUTION_LIKE,STRONG,71,41,30,6.0708450774462195,-0.08886001147656146,0.20495025236996212,True,6.0708450774462195,3.801313542541984,True,-0.10536051565782628,0.10536051565782635,-9.999999999999998,11.111111111111116
FOODS_3,FOODS_3_281,FOODS_3_115,COMPLEMENT_LIKE,STRONG,92,46,46,-0.9214554581706302,-0.16726869798090782,0.10646299037439255,True,0.9214554581706302,-0.9214554581706302,False,-0.32208349916911316,0.3220834991691132,-27.536231884057962,37.999999999999986
FOODS_2,FOODS_2_380,FOODS_2_152,SUBSTITUTION_LIKE,STRONG,64,30,34,2.3680002006715735,0.054964273303715235,0.1887558893592738,True,2.3680002006715735,2.3680002006715735,False,-0.14925224041147075,0.14925224041147078,-13.864818024263425,16.096579476861162
FOODS_2,FOODS_2_183,FOODS_2_399,COMPLEMENT_LIKE,MODERATE,39,25,14,-8.204155443791365,0.37425514162321755,0.19021064288855805,True,8.204155443791365,-5.504521024274022,True,-0.006712929101866726,0.11088645659732313,-0.6690447726724583,11.726804123711343
FOODS_3,FOODS_3_086,FOODS_3_783,COMPLEMENT_LIKE,STRONG,74,44,30,-1.4838130992732674,-0.30295630961809444,0.1547658886767208,True,1.4838130992732674,-1.4838130992732674,False,-0.3369793642156918,0.22314355131420976,-28.6076427876439,25.0
FOODS_3,FOODS_3_020,FOODS_3_339,SUBSTITUTION_LIKE,STRONG,71,35,36,2.1003232830999337,-0.29591257164399726,0.10980829395095548,True,2.1003232830999337,2.1003232830999337,False,-0.19290366612449156,0.1674784371859952,-17.543859649122805,18.231979576820677
FOODS_3,FOODS_3_086,FOODS_3_231,COMPLEMENT_LIKE,STRONG,75,44,31,-1.2579894857484684,-0.1337120452949843,0.12206422005076512,True,1.2579894857484684,-1.2579894857484684,False,-0.334851383494752,0.22314355131420976,-28.45555947007961,25.0
FOODS_2,FOODS_2_294,FOODS_2_291,COMPLEMENT_LIKE,STRONG,53,17,36,-2.881099044920866,-0.47120539807320383,0.15353760531383776,True,2.881099044920866,-2.881099044920866,False,-0.2926696139628201,0.2977544281981648,-25.373134328358216,34.68310035492553
FOODS_3,FOODS_3_231,FOODS_3_348,SUBSTITUTION_LIKE,STRONG,85,34,51,1.6500272312872661,0.11981634606085993,0.08794832184508783,True,1.6500272312872661,1.6500272312872661,False,-0.1829906769259788,0.09567520992336254,-16.722408026755854,10.040160642570273
FOODS_3,FOODS_3_753,FOODS_3_738,SUBSTITUTION_LIKE,STRONG,97,41,56,3.057573227570167,0.35348784517537,0.2006028320505865,True,3.057573227570167,3.057573227570167,False,-0.1829906769259788,0.09567520992336254,-16.722408026755854,10.040160642570273
FOODS_3,FOODS_3_020,FOODS_3_704,SUBSTITUTION_LIKE,STRONG,69,29,40,1.9134991477017087,0.06724229803358416,0.1279493942590283,True,1.9134991477017087,1.9134991477017087,False,-0.19290366612449156,0.16551443847757333,-17.543859649122805,17.999999999999993
FOODS_2,FOODS_2_021,FOODS_2_061,SUBSTITUTION_LIKE,STRONG,49,36,13,2.5373823209603703,-0.16931644325238843,0.17521929992237573,True,2.5373823209603703,2.5373823209603703,False,-0.07385518644282207,0.2402454761372293,-7.119381216923573,27.15612499572209
FOODS_2,FOODS_2_285,FOODS_2_240,COMPLEMENT_LIKE,STRONG,43,30,13,-2.816070191851263,-0.28653935682364484,0.14168273024026468,True,2.816070191851263,-2.816070191851263,False,-0.15726938183828573,0.26634559179404244,-14.552615192418095,30.518604234024593
FOODS_2,FOODS_2_291,FOODS_2_360,SUBSTITUTION_LIKE,STRONG,55,32,23,2.296719694104642,0.014607011612685133,0.19278088038190555,True,2.296719694104642,2.296719694104642,False,-0.1055094882316243,0.11064204951071147,-10.013406533014162,11.69950063773768
FOODS_2,FOODS_2_128,FOODS_2_061,SUBSTITUTION_LIKE,STRONG,48,36,12,2.4020937117488823,-0.13244747385194894,0.15737090296274603,True,2.4020937117488823,2.4020937117488823,False,-0.041672696400568074,0.24354337452681946,-4.081632653061229,27.57616521986031
FOODS_2,FOODS_2_036,FOODS_2_183,COMPLEMENT_LIKE,STRONG,89,41,48,-5.175094341044286,-0.36767782023285034,0.18338620572771724,True,5.175094341044286,-5.175094341044286,False,-0.13424952550996336,0.11104900347503938,-12.562814070351758,11.74496644295302
FOODS_1,FOODS_1_037,FOODS_1_074,SUBSTITUTION_LIKE,STRONG,65,44,21,2.7507675937427494,-0.21307581525085334,0.18621836531546432,True,2.7507675937427494,2.7507675937427494,False,-0.18975653528147268,0.18975653528147265,-17.28395061728395,20.895522388059696
FOODS_2,FOODS_2_063,FOODS_2_166,SUBSTITUTION_LIKE,STRONG,45,33,12,12.131551543711813,-1.0211187718189318,0.18180488186646926,True,12.131551543711813,3.801313542541984,True,-0.041385216162854364,0.1050722081174267,-4.054054054054057,11.079081557358391
FOODS_2,FOODS_2_166,FOODS_2_291,SUBSTITUTION_LIKE,STRONG,52,25,27,2.1147743217741675,0.014475465469772283,0.16472960065691133,True,2.1147743217741675,2.1147743217741675,False,-0.18779995545386755,0.22543976357456008,-17.121951633350943,25.287356321839095
FOODS_3,FOODS_3_020,FOODS_3_501,SUBSTITUTION_LIKE,STRONG,68,32,36,0.9903503070464831,-0.11645642373904891,-0.027832548364638443,True,0.9903503070464831,0.9903503070464831,False,-0.19290366612449156,0.16551443847757333,-17.543859649122805,17.999999999999993
FOODS_3,FOODS_3_124,FOODS_3_501,SUBSTITUTION_LIKE,STRONG,97,41,56,1.8514731612911801,0.007104329407220985,0.07514617548365321,True,1.8514731612911801,1.8514731612911801,False,-0.1829906769259788,0.09854025562372223,-16.722408026755854,10.355882794916973
FOODS_3,FOODS_3_753,FOODS_3_491,SUBSTITUTION_LIKE,STRONG,98,42,56,2.52582826552731,0.2811510954657557,0.17689443509728064,True,2.52582826552731,2.52582826552731,False,-0.1829906769259788,0.097703677040513,-16.722408026755854,10.263600033112771
FOODS_3,FOODS_3_753,FOODS_3_090,SUBSTITUTION_LIKE,STRONG,98,42,56,2.6902335196136855,0.2750871260655994,0.14945282405572624,True,2.6902335196136855,2.6902335196136855,False,-0.1829906769259788,0.097703677040513,-16.722408026755854,10.263600033112771
FOODS_3,FOODS_3_257,FOODS_3_738,COMPLEMENT_LIKE,STRONG,119,65,54,-0.6813260932357839,-0.011988883108633427,0.07048191789206837,True,0.6813260932357839,-0.6813260932357839,False,-0.28935851877903324,0.28935851877903324,-25.125628140703515,33.55704697986577
FOODS_1,FOODS_1_019,FOODS_1_150,COMPLEMENT_LIKE,MODERATE,33,16,17,-2.0065423566796197,0.09881134869369562,0.1476392070108561,True,2.0065423566796197,-2.0065423566796197,False,-0.15415067982725836,0.13549632758523963,-14.28571428571429,14.510499052624448
FOODS_1,FOODS_1_166,FOODS_1_037,SUBSTITUTION_LIKE,STRONG,46,30,16,4.175537211475771,-0.031405880694744884,0.18460419890721336,True,4.175537211475771,3.801313542541984,True,-0.219709088865575,0.13353139262452257,-19.72477064220184,14.28571428571428
FOODS_3,FOODS_3_020,FOODS_3_136,SUBSTITUTION_LIKE,STRONG,72,32,40,1.507223081902743,0.05196841811231514,0.057877739079031376,True,1.507223081902743,1.507223081902743,False,-0.19290366612449156,0.16551443847757333,-17.543859649122805,17.999999999999993
FOODS_1,FOODS_1_037,FOODS_1_055,SUBSTITUTION_LIKE,STRONG,71,46,25,1.959358097910976,0.04047350987398949,0.17775350058191464,True,1.959358097910976,1.959358097910976,False,-0.18975653528147268,0.18975653528147265,-17.28395061728395,20.895522388059696
FOODS_2,FOODS_2_360,FOODS_2_285,COMPLEMENT_LIKE,STRONG,58,42,16,-2.5994530136858365,0.16384103857369156,0.1783449915428622,True,2.5994530136858365,-2.5994530136858365,False,-0.17575229185201877,0.2752024253299408,-16.11742584247679,31.679720099876885
FOODS_2,FOODS_2_183,FOODS_2_119,SUBSTITUTION_LIKE,STRONG,44,29,15,4.642407834291795,-0.21651852330254912,0.10737672550290178,True,4.642407834291795,3.801313542541984,True,-0.003757048877712288,0.1068811328062737,-0.3750000000000031,11.28019709699343
FOODS_3,FOODS_3_224,FOODS_3_090,COMPLEMENT_LIKE,STRONG,131,69,62,-0.6918932193916236,0.06298320401305947,-0.004556241850996345,True,0.6918932193916236,-0.6918932193916236,False,-0.35534072092559577,0.35534072092559577,-29.90654205607477,42.66666666666667
FOODS_3,FOODS_3_755,FOODS_3_136,SUBSTITUTION_LIKE,STRONG,74,31,43,1.4151406799760573,0.08994690003393857,0.03280123493130205,True,1.4151406799760573,1.4151406799760573,False,-0.2036053379938611,0.2008664152291689,-18.421573328157386,22.24614586816878
FOODS_3,FOODS_3_231,FOODS_3_219,SUBSTITUTION_LIKE,STRONG,91,40,51,3.7065812885591614,0.11543335267334334,0.19088847195275205,True,3.7065812885591614,3.7065812885591614,False,-0.1829906769259788,0.09567520992336254,-16.722408026755854,10.040160642570273
FOODS_3,FOODS_3_753,FOODS_3_295,SUBSTITUTION_LIKE,STRONG,96,40,56,2.220594803058968,0.009818446551414294,0.08502899008166287,True,2.220594803058968,2.220594803058968,False,-0.1829906769259788,0.09973214415766347,-16.722408026755854,10.487493123113309
FOODS_2,FOODS_2_285,FOODS_2_274,COMPLEMENT_LIKE,MODERATE,31,22,9,-2.9864248363919526,0.19227246819030797,0.17234230182298926,True,2.9864248363919526,-2.9864248363919526,False,-0.13897480738977258,0.16378930866502697,-12.97500479500634,17.796610169491522
FOODS_3,FOODS_3_020,FOODS_3_295,SUBSTITUTION_LIKE,STRONG,70,34,36,0.9981141275570382,-0.12183373840799287,-0.037354320003023966,True,0.9981141275570382,0.9981141275570382,False,-0.19290366612449156,0.1694424358944171,-17.543859649122805,18.464415208930028
