dept_id,source_item,target_item,price_change_events,source_up_events,source_down_events,cross_price_corr,target_dev_source_up,target_dev_source_down,absolute_cross_price_corr,direction_consistent,relationship_type,edge_strength
FOODS_2,FOODS_2_240,FOODS_2_182,53,25,28,-0.5697210098086939,-0.9263810091173391,0.02455303435059797,0.5697210098086939,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_231,FOODS_3_090,95,41,54,0.566263769724686,0.7522395707052608,-0.3069131800051831,0.566263769724686,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_231,FOODS_3_295,90,37,53,0.5520191131605923,0.33872704839151263,-0.48194992986594437,0.5520191131605923,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_166,FOODS_2_182,50,23,27,-0.5518316658406807,-0.8100896818411117,0.11407848794881428,0.5518316658406807,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_281,FOODS_3_202,90,47,43,-0.5473508608116461,-1.0350567538607065,-0.04756630611532875,0.5473508608116461,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_124,FOODS_3_723,100,43,57,0.5466703398105868,0.7135087748372441,-0.03890342912853799,0.5466703398105868,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_281,FOODS_3_136,93,48,45,-0.5439091817191374,-0.8467690480590502,-0.06274004381671021,0.5439091817191374,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_231,FOODS_3_406,89,39,50,0.543773275605483,0.31316375280472425,-0.45159174993630424,0.543773275605483,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_240,FOODS_2_036,57,27,30,-0.5378768536432411,-0.5226393995952205,0.39152248001432116,0.5378768536432411,True,COMPLEMENT_LIKE,STRONG
FOODS_1,FOODS_1_061,FOODS_1_037,39,27,12,0.5211076239015789,0.27842651819890823,-0.9020933054392531,0.5211076239015789,True,SUBSTITUTION_LIKE,MODERATE
FOODS_2,FOODS_2_294,FOODS_2_056,61,20,41,-0.5190013844051181,-1.4376600205596957,0.15422851737348198,0.5190013844051181,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_034,FOODS_2_212,42,19,23,0.5178810359886333,0.46455965979117836,-0.731233416581234,0.5178810359886333,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_734,FOODS_3_432,58,48,10,-0.516429786521062,0.18801591789493355,1.1852057193034036,0.516429786521062,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_285,FOODS_2_197,45,32,13,0.5158132358390195,0.2610747138253147,-0.3908593614317001,0.5158132358390195,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_124,FOODS_3_090,100,43,57,0.5145556934616234,0.7084572871967962,-0.23231359801346943,0.5145556934616234,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_231,FOODS_3_491,95,41,54,0.5140490950234419,0.7668672429273646,-0.09198123963046584,0.5140490950234419,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_257,FOODS_3_090,120,65,55,-0.5135704943659134,-0.7425553091630048,0.16610126602196593,0.5135704943659134,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_090,FOODS_3_491,41,17,24,-0.510296114234043,-0.200551254793543,0.22967785534455323,0.510296114234043,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_052,FOODS_2_360,95,51,44,0.5074408422472036,0.20056793856504398,-0.8612818337171911,0.5074408422472036,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_257,FOODS_3_723,118,65,53,-0.5031782553176131,-0.748198633465035,0.13278348519569017,0.5031782553176131,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_052,FOODS_2_021,81,42,39,0.5006592130612088,0.11238097400759173,-0.8351917394048647,0.5006592130612088,True,SUBSTITUTION_LIKE,STRONG
FOODS_1,FOODS_1_055,FOODS_1_219,49,31,18,0.5004888420013611,0.15227673541035508,-0.9222063512512805,0.5004888420013611,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_727,FOODS_3_090,121,61,60,-0.4991180106636819,-0.8882136891095516,0.1823572286890318,0.4991180106636819,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_231,FOODS_3_501,92,38,54,0.4986021845561004,0.2641758292761684,-0.44203380942816156,0.4986021845561004,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_257,FOODS_3_491,119,65,54,-0.49779778760333226,-0.6493181947291481,0.16852259090096722,0.49779778760333226,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_257,FOODS_3_274,115,63,52,-0.49494239277079827,-0.43231464555900856,0.18166179800921226,0.49494239277079827,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_052,FOODS_2_128,82,43,39,0.4923414869765199,0.0979928425013207,-0.9166184731017005,0.4923414869765199,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_727,FOODS_3_491,120,61,59,-0.49055359551429706,-0.7603685412303229,0.20099120914539265,0.49055359551429706,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_020,FOODS_3_202,70,31,39,0.48871041068869553,0.3737813360651984,-1.0113467034677506,0.48871041068869553,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_681,FOODS_3_783,86,52,34,-0.4877157827961123,-0.8505989005237607,0.16180393427729503,0.4877157827961123,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_274,FOODS_2_052,62,35,27,0.48715352564853126,0.5099998964690442,-0.25881080286076924,0.48715352564853126,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_128,FOODS_2_119,49,36,13,0.48521866280259673,0.1493620496549217,-0.29500687029528194,0.48521866280259673,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_769,FOODS_3_202,83,44,39,-0.4803818063989337,-0.8648059150788097,-0.01251257968036696,0.4803818063989337,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_734,FOODS_3_501,51,41,10,-0.47938455829690263,-0.7358149753927486,-0.05260930958967791,0.47938455829690263,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_124,FOODS_3_295,95,40,55,0.478410523088485,0.18686412993296658,-0.5881249537666101,0.478410523088485,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_727,FOODS_3_738,119,60,59,-0.47337445090415986,-0.6428802406738556,0.12622538147706835,0.47337445090415986,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_727,FOODS_3_723,119,61,58,-0.4721227175990495,-0.8107035727097279,0.13747193042418912,0.4721227175990495,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_183,FOODS_2_212,35,25,10,0.47054196764885187,-0.07404687564184959,-1.5715252564120517,0.47054196764885187,True,SUBSTITUTION_LIKE,MODERATE
FOODS_3,FOODS_3_734,FOODS_3_295,50,41,9,-0.470244198881808,-0.7713974981898282,0.0,0.470244198881808,True,COMPLEMENT_LIKE,MODERATE
FOODS_2,FOODS_2_285,FOODS_2_166,40,27,13,-0.46998948913919103,-0.5866742493949894,0.1546162934408041,0.46998948913919103,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_753,FOODS_3_723,97,41,56,0.46957289861141377,0.6632948688168006,-0.0759783780630361,0.46957289861141377,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_681,FOODS_3_231,87,52,35,-0.46939331023181535,-0.7493270075148288,0.21500486132170796,0.46939331023181535,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_231,FOODS_3_318,94,40,54,0.46872387753915673,0.486171606155422,-0.3310220790197316,0.46872387753915673,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_281,FOODS_3_704,90,47,43,-0.46846086768809403,-0.7350522923148821,-0.03941881023088392,0.46846086768809403,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_124,FOODS_3_491,100,43,57,0.46781957680811614,0.6994912307350731,-0.08338868752244394,0.46781957680811614,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_755,FOODS_3_202,72,30,42,0.46727289984007986,0.36404784308851756,-1.0575491517755242,0.46727289984007986,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_166,FOODS_2_388,53,25,28,0.46519376762332676,0.11497882925704735,-0.5530532560174822,0.46519376762332676,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_020,FOODS_3_348,69,35,34,0.46475832602894146,0.02353987741550102,-1.213007226425786,0.46475832602894146,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_124,FOODS_3_406,95,42,53,0.4637737914322387,0.15216666491701739,-0.49781356623558093,0.4637737914322387,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_769,FOODS_3_136,86,45,41,-0.4626420724368534,-0.723022160143968,-0.0322787581150967,0.4626420724368534,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_020,FOODS_3_406,64,32,32,0.4618209811472377,-0.07881846662705895,-1.2349960389311743,0.4618209811472377,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_399,FOODS_2_036,71,41,30,0.461037489490989,0.33282685880703944,-0.526108630455959,0.461037489490989,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_281,FOODS_3_115,92,46,46,-0.46059056643859525,-0.5495803998287817,-0.07911997301975061,0.46059056643859525,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_380,FOODS_2_152,64,30,34,0.4590287376210172,0.2225555762465446,-0.13066773247622182,0.4590287376210172,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_183,FOODS_2_399,39,25,14,-0.457295901708792,-0.3305234679001585,0.9185987864678472,0.457295901708792,True,COMPLEMENT_LIKE,MODERATE
FOODS_3,FOODS_3_086,FOODS_3_783,74,44,30,-0.45532954719697394,-0.8195628794143283,0.04523853169129342,0.45532954719697394,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_020,FOODS_3_339,71,35,36,0.45396653187480956,-0.11950237436986172,-1.1552430492120438,0.45396653187480956,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_086,FOODS_3_231,75,44,31,-0.4520242367193745,-0.7623334243256548,0.25010817343686564,0.4520242367193745,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_294,FOODS_2_291,53,17,36,-0.45179307384678274,-1.25950003075774,-0.12855436889673333,0.45179307384678274,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_231,FOODS_3_348,85,34,51,0.4516814372763822,0.2985277635205754,-0.35515572513658406,0.4516814372763822,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_753,FOODS_3_738,97,41,56,0.4515588398150218,0.7498248536337856,-0.01716370161202176,0.4515588398150218,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_020,FOODS_3_704,69,29,40,0.4495648464647962,0.34702295631894087,-0.6852212133783983,0.4495648464647962,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_021,FOODS_2_061,49,36,13,0.4493515545612328,0.03037911086278984,-0.4333376688550285,0.4493515545612328,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_285,FOODS_2_240,43,30,13,-0.44846598603030385,-0.8857489694458012,0.006641463598501587,0.44846598603030385,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_291,FOODS_2_360,55,32,23,0.4465323302389594,0.09890271182346416,-0.18118879007443864,0.4465323302389594,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_128,FOODS_2_061,48,36,12,0.446244354697675,0.03217011999136434,-0.40079026847610094,0.446244354697675,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_036,FOODS_2_183,89,41,48,-0.4453121312473688,-0.983960406554744,0.022575005663926246,0.4453121312473688,True,COMPLEMENT_LIKE,STRONG
FOODS_1,FOODS_1_037,FOODS_1_074,65,44,21,0.44439812428748793,0.13298108680673087,-1.0917980170894344,0.44439812428748793,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_063,FOODS_2_166,45,33,12,0.4412065167921735,-0.4917148353240206,-1.8674890227704484,0.4412065167921735,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_166,FOODS_2_291,52,25,27,0.4410374101886759,0.6765485593486312,-0.3659797875076123,0.4410374101886759,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_020,FOODS_3_501,68,32,36,0.44072177478618574,-0.03793495242463825,-1.1183025175860266,0.44072177478618574,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_124,FOODS_3_501,97,41,56,0.4406573294394386,0.1414771720114673,-0.5375226673964992,0.4406573294394386,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_753,FOODS_3_491,98,42,56,0.4406458117987696,0.6769503587473557,-0.08122448829191496,0.4406458117987696,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_753,FOODS_3_090,98,42,56,0.4405412005850933,0.6477415976924698,-0.2619907194775462,0.4405412005850933,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_257,FOODS_3_738,119,65,54,-0.44030924969014257,-0.47174155137366053,0.08487438063111209,0.44030924969014257,True,COMPLEMENT_LIKE,STRONG
FOODS_1,FOODS_1_019,FOODS_1_150,33,16,17,-0.43753107794892143,-0.1331330110541094,0.5936617119628274,0.43753107794892143,True,COMPLEMENT_LIKE,MODERATE
FOODS_1,FOODS_1_166,FOODS_1_037,46,30,16,0.4372218000340574,0.27216356065452507,-0.7419560166414032,0.4372218000340574,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_020,FOODS_3_136,72,32,40,0.43636292345669503,0.2190814470618197,-0.7618360222387089,0.43636292345669503,True,SUBSTITUTION_LIKE,STRONG
FOODS_1,FOODS_1_037,FOODS_1_055,71,46,25,0.4346667474049141,0.3257179080115887,-0.22974795039418833,0.4346667474049141,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_360,FOODS_2_285,58,42,16,-0.433654827728481,-0.31611807353458354,0.3257019683249862,0.433654827728481,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_183,FOODS_2_119,44,29,15,0.43310094171541874,-0.03766278567152841,-0.6864189993226554,0.43310094171541874,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_224,FOODS_3_090,131,69,62,-0.4326836162762789,-0.7822975809044665,0.11056140944752174,0.4326836162762789,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_755,FOODS_3_136,74,31,43,0.43241743579665665,0.25638768185610933,-0.8246648788401194,0.43241743579665665,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_231,FOODS_3_219,91,40,51,0.43124191679460866,0.46834504424266116,-0.24685185470546153,0.43124191679460866,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_753,FOODS_3_295,96,40,56,0.42895971282624307,0.13696348431317712,-0.5648332726256488,0.42895971282624307,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_285,FOODS_2_274,31,22,9,-0.4286951670274089,-0.28295765445153215,0.5864994491169209,0.4286951670274089,True,COMPLEMENT_LIKE,MODERATE
FOODS_3,FOODS_3_020,FOODS_3_295,70,34,36,0.42787763898767117,-0.08413580694732634,-1.140550189041564,0.42787763898767117,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_020,FOODS_3_785,61,29,32,-0.4223423025478685,-2.372070127366508,0.07049390201760805,0.4223423025478685,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_036,FOODS_2_388,81,38,43,0.4223222768337599,0.3669678855184531,-0.09826571303262344,0.4223222768337599,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_755,FOODS_3_704,71,29,42,0.4218886917174884,0.2768093211772741,-0.7048470854270441,0.4218886917174884,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_723,FOODS_3_318,122,80,42,-0.42140735535230167,-0.7765493535656944,-0.07415226198114593,0.42140735535230167,True,COMPLEMENT_LIKE,STRONG
FOODS_1,FOODS_1_187,FOODS_1_061,60,40,20,-0.42104600608732506,-0.5042838140761972,0.5918489838212462,0.42104600608732506,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_753,FOODS_3_133,92,37,55,0.4199509779474047,0.15566175263850343,-0.46811263760810473,0.4199509779474047,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_322,FOODS_2_119,40,27,13,0.41918892368211313,-0.20669741682161202,-1.091011925926855,0.41918892368211313,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_020,FOODS_3_324,64,31,33,-0.41873359473488814,-1.9423665035978888,0.12221030749127033,0.41873359473488814,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_769,FOODS_3_704,83,44,39,-0.4186462501384286,-0.6488399270906174,-0.009345965750443256,0.4186462501384286,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_086,FOODS_3_136,72,39,33,-0.4182246290454389,-0.7029024919888666,0.11379675737510202,0.4182246290454389,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_753,FOODS_3_406,93,41,52,0.41602136583098964,0.11082282491394818,-0.4958495806600196,0.41602136583098964,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_734,FOODS_3_406,51,41,10,-0.415786244884085,-0.7273716439069449,0.0,0.415786244884085,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_224,FOODS_3_491,130,69,61,-0.41501018301443054,-0.6638284165453165,0.12650698357314738,0.41501018301443054,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_755,FOODS_3_406,70,36,34,0.41441370143533857,-0.04344103988193813,-1.047483231916658,0.41441370143533857,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_231,FOODS_3_738,94,40,54,0.4136449958501851,0.7264830033353663,-0.0134710629959724,0.4136449958501851,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_380,FOODS_2_381,64,31,33,0.4132911051476455,0.3515535676145323,0.009351307791171649,0.4132911051476455,True,SUBSTITUTION_LIKE,STRONG
FOODS_1,FOODS_1_219,FOODS_1_037,42,28,14,0.4128524777256972,0.2997849818777712,-0.627347048449192,0.4128524777256972,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_231,FOODS_3_339,87,33,54,0.4114618554645587,0.22208497764258683,-0.29771080934665667,0.4114618554645587,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_056,FOODS_2_166,57,34,23,-0.411399939918551,-1.5550434066268,-0.08954911893214447,0.411399939918551,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_769,FOODS_3_115,84,43,41,-0.4106173084905333,-0.4621277744627893,-0.06059097852718879,0.4106173084905333,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_360,FOODS_2_063,58,42,16,0.41002849808112496,-0.12793234013531696,-0.5217202359015671,0.41002849808112496,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_020,FOODS_3_578,61,30,31,-0.4096818803879659,-1.913842565941341,0.04784884152706618,0.4096818803879659,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_734,FOODS_3_348,59,49,10,-0.4089647295530888,-0.5176934312562452,-0.037948962170490375,0.4089647295530888,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_240,FOODS_2_294,60,28,32,0.40822947350830796,0.5372658054131897,-0.39378348667984925,0.40822947350830796,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_381,FOODS_2_212,45,20,25,0.40808033580639297,0.30562530076899624,-0.6003401502591217,0.40808033580639297,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_727,FOODS_3_281,101,55,46,-0.40671620278426684,-1.176508190328766,0.18686787761094995,0.40671620278426684,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_119,FOODS_2_212,58,29,29,0.4066719656441871,0.42991097677993356,-0.13920668777140105,0.4066719656441871,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_723,FOODS_3_219,125,82,43,-0.4062461857601915,-0.567918790992736,0.02939072777985928,0.4062461857601915,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_021,FOODS_2_119,49,36,13,0.40506426895025227,0.15317497981759212,-0.19503138979909787,0.40506426895025227,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_224,FOODS_3_723,129,69,60,-0.4039877922702114,-0.7292037205753643,0.08206526300090383,0.4039877922702114,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_166,FOODS_2_391,56,26,30,-0.4025500341839183,-0.4349752506178818,0.030240723614628953,0.4025500341839183,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_755,FOODS_3_339,69,36,33,0.4025130934116957,-0.1179187098063055,-1.0830564696138099,0.4025130934116957,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_734,FOODS_3_281,59,49,10,-0.40223218893535195,-0.40729862185635096,0.0,0.40223218893535195,True,COMPLEMENT_LIKE,STRONG
FOODS_3,FOODS_3_783,FOODS_3_723,99,41,58,0.4017374097015969,0.6598305752226326,-0.006565588684560069,0.4017374097015969,True,SUBSTITUTION_LIKE,STRONG
FOODS_3,FOODS_3_231,FOODS_3_133,89,35,54,0.40162422109921675,0.16984244727878303,-0.37469244000320634,0.40162422109921675,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_360,FOODS_2_183,56,40,16,-0.40062640592795634,-0.6027049605363425,-0.08867077840760071,0.40062640592795634,True,COMPLEMENT_LIKE,STRONG
FOODS_2,FOODS_2_294,FOODS_2_128,50,19,31,0.4004202328387594,-0.1484194799974807,-1.00445961525609,0.4004202328387594,True,SUBSTITUTION_LIKE,STRONG
FOODS_2,FOODS_2_052,FOODS_2_240,94,50,44,-0.3997608326681619,-1.2109798190972991,-0.4536367948134703,0.3997608326681619,True,COMPLEMENT_LIKE,MODERATE
FOODS_3,FOODS_3_755,FOODS_3_348,72,37,35,0.3989499228776231,0.0414501665088532,-0.9974087498903171,0.3989499228776231,True,SUBSTITUTION_LIKE,MODERATE
FOODS_3,FOODS_3_020,FOODS_3_133,67,32,35,0.3978631686855044,-0.15900576826232157,-0.9949626336810671,0.3978631686855044,True,SUBSTITUTION_LIKE,MODERATE
FOODS_3,FOODS_3_755,FOODS_3_133,69,35,34,0.39707725390039933,-0.11084841311231447,-1.113648275735476,0.39707725390039933,True,SUBSTITUTION_LIKE,MODERATE
FOODS_2,FOODS_2_021,FOODS_2_380,49,36,13,-0.39601515166584816,-0.8485924080229297,-0.0837358646787237,0.39601515166584816,True,COMPLEMENT_LIKE,MODERATE
FOODS_3,FOODS_3_124,FOODS_3_318,100,42,58,0.3956030885571902,0.483811286435616,-0.18348993320055518,0.3956030885571902,True,SUBSTITUTION_LIKE,MODERATE
FOODS_3,FOODS_3_727,FOODS_3_274,116,59,57,-0.39381779895213465,-0.49957747103250055,0.0544290304604921,0.39381779895213465,True,COMPLEMENT_LIKE,MODERATE
FOODS_2,FOODS_2_182,FOODS_2_036,71,42,29,0.3932539330791222,0.3001011492523563,-0.4840050677300541,0.3932539330791222,True,SUBSTITUTION_LIKE,MODERATE
FOODS_3,FOODS_3_753,FOODS_3_501,97,41,56,0.39284324258028275,0.09116614624882823,-0.529692272277752,0.39284324258028275,True,SUBSTITUTION_LIKE,MODERATE
FOODS_2,FOODS_2_240,FOODS_2_291,55,25,30,0.3916487080652785,0.3206243511407706,-0.4567757267607495,0.3916487080652785,True,SUBSTITUTION_LIKE,MODERATE
FOODS_3,FOODS_3_020,FOODS_3_115,71,31,40,0.39138833049655797,0.30226675365427635,-0.4040687152538265,0.39138833049655797,True,SUBSTITUTION_LIKE,MODERATE
FOODS_3,FOODS_3_755,FOODS_3_295,71,36,35,0.39123647556928315,-0.03826844625806773,-1.0694678864656153,0.39123647556928315,True,SUBSTITUTION_LIKE,MODERATE
FOODS_2,FOODS_2_240,FOODS_2_391,59,28,31,-0.38881522157530246,-0.5626734240525708,-0.09756144847366108,0.38881522157530246,True,COMPLEMENT_LIKE,MODERATE
FOODS_3,FOODS_3_755,FOODS_3_501,72,35,37,0.3887338542451658,-0.03525698676527505,-0.9855928081594733,0.3887338542451658,True,SUBSTITUTION_LIKE,MODERATE
FOODS_3,FOODS_3_727,FOODS_3_769,104,58,46,-0.3880397576647611,-0.927469169061552,0.2777427949898058,0.3880397576647611,True,COMPLEMENT_LIKE,MODERATE
